Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amaira books	780.00		0.0	1.0			0	0	0
Books Tutorial	835.00	70	55.0	1.0705	4	73%	0	0	1
BooksRaja	850.00	171	70.0	1.0897	4.5	85%	0	0	0
Sunrise Book store	792.00	1,356	12.0	1.0154	3.5	61%	0	0	0
V5MARK	845.00	8	65.0	1.0833	4	75%	0	0	0
IMPACT BOOKS	895.00	108	115.0	1.1474	4.5	95%	0	0	0
MK BOOKS INDIA	995.00	2,245	215.0	1.2756	2.5	34%	0	0	0
NS DISTRIBUTOR	965.00	7	185.0	1.2372	4	86%	0	0	0
BOOK CENTRE	952.00	862	172.0	1.2205	4	81%	0	0	0
CNA Bookstore	900.00	477	120.0	1.1538	4.5	95%	0	0	0
SansRack	995.00	1,050	215.0	1.2756	4.5	94%	0	0	0
RA Books	1075.00	5	295.0	1.3782	4.5	100%	0	0	0
SAnSRack	995.00	14	215.0	1.2756	4	79%	0	0	0
Books-a-zillion	995.00	89	215.0	1.2756	4	82%	0	0	0
