Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	374.00	25,135	5.0	1.0136	4.5	92%	1	0	1
Amazing_Buy	374.00	17,787	5.0	1.0136	4.5	95%	1	0	0
somsebooks	374.00		5.0	1.0136			0	0	0
BOOKFACTORY	369.00	6	0.0	1.0	3.5	67%	0	0	0
Trans Infopreneur Inc	433.13	218	64.13	1.1738	4.5	94%	0	0	0
Bookflow	434.13	3,100	65.13	1.1765	3.5	67%	0	0	0
Inetrade India	370.08	3,253	1.08	1.0029	4	75%	0	0	0
Book Selection Centre	380.00	136	11.0	1.0298	4.5	96%	0	0	0
killer,sbooks	479.00	18	110.0	1.2981	5	100%	0	0	0
ScribbleGraffito	414.17	29	45.17	1.1224	4.5	91%	0	0	0
BSK Book	499.00	159	130.0	1.3523	3.5	60%	0	0	0
MK BOOKS INDIA	499.00	2,247	130.0	1.3523	2.5	34%	0	0	0
Book store01	479.00	11	110.0	1.2981	3	45%	0	0	0
CrossWord Books	459.00	116	90.0	1.2439	5	95%	0	0	0
Amazing BookS	399.00	106	30.0	1.0813	3	54%	0	0	0
fairdealenterprise	384.23	41	15.23	1.0413	2.5	34%	0	0	0
BOOKKR	499.00	5	130.0	1.3523	3.5	60%	0	0	0
BookInc	465.00	17	96.0	1.2602	4.5	94%	0	0	0
A to Z Book House	499.00	1,275	130.0	1.3523	3	46%	0	0	0
SN Square	549.00	59	180.0	1.4878	4	75%	0	0	0
S B T books	461.00	113	92.0	1.2493	4.5	88%	0	0	0
W S Retaill	461.00	34	92.0	1.2493	3.5	69%	0	0	0
Bookland International	897.00	317	528.0	2.4309	4.5	89%	0	0	0
hooked2books	1715.00		1346.0	4.6477			0	0	0
JustBuyBooks	1719.00	26	1350.0	4.6585	3.5	69%	0	0	0
Atlantic Publishers and Distributors	1691.00	14,538	1322.0	4.5827	4.5	94%	0	0	0
Peacockbooks	1742.00	2,801	1373.0	4.7209	4.5	92%	0	0	0
INFINITE BOOKS	1948.58	286	1579.58	5.2807	5	99%	0	0	0
Fast Media 2	2083.56	6,005	1714.56	5.6465	4	72%	0	0	0
etohfa	4292.00	23	3923.0	11.6314	5	100%	0	0	0
Atlantic Publishers and Distributors	1881.00	14,538	1512.0	5.0976	4.5	94%	0	0	0
