Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	316.00	25,127	0.0	1.0	4.5	92%	1	0	0
Cloudtail India	316.00	1,299,158	0.0	1.0	4.5	92%	1	1	1
Amazing_Buy	333.00	17,781	17.0	1.0538	4.5	95%	1	0	0
Bargain Book	373.00	265	57.0	1.1804	4.5	98%	0	0	0
Inetrade India	326.48	3,249	10.48	1.0332	4	75%	0	0	0
The Browser Bookstore	410.00	37	94.0	1.2975	3.5	69%	0	0	0
R-our Book	374.00	1,304	58.0	1.1835	4	78%	0	0	0
MK BOOKS INDIA	424.00	2,245	108.0	1.3418	2.5	34%	0	0	0
Goodread Bookstore	359.00	579	43.0	1.1361	5	97%	0	0	0
A Mind's Bookstore	364.00	1,409	48.0	1.1519	4.5	89%	0	0	0
RSONS	369.00	481	53.0	1.1677	4.5	84%	0	0	0
O_Store	364.27	593	48.27	1.1528	4.5	87%	0	0	0
SBM Enterprises	369.26	48	53.26	1.1685	4	75%	0	0	0
ABC books International	389.00	26	73.0	1.231	4	73%	0	0	0
BooksRaja	391.00	171	75.0	1.2373	4.5	85%	0	0	0
HERITAGE PUBLISHERS	469.00	783	153.0	1.4842	4.5	94%	0	0	0
Sunrise Book store	389.00	1,356	73.0	1.231	3.5	61%	0	0	0
The Bookhive	399.20	43	83.2	1.2633	4	80%	0	0	0
Darth Vader	393.00	61	77.0	1.2437	4	77%	0	0	0
Suryan Books	399.00	39	83.0	1.2627	4.5	95%	0	0	0
aspire india	399.00	331	83.0	1.2627	4	73%	0	0	0
Skycart	409.00	479	93.0	1.2943	4.5	90%	0	0	0
Okhla Book Distributor	350.00	59	34.0	1.1076	4.5	95%	0	0	0
ScribbleGraffito	409.18	29	93.18	1.2949	4.5	91%	0	0	0
Resource book store	419.00	1	103.0	1.3259	5	100%	0	0	0
Amazing Buy	499.00	183,788	183.0	1.5791	5	97%	1	0	0
Book Wise Darya Ganj	499.00	1,097	183.0	1.5791	4.5	89%	0	0	0
V5MARK	395.00	8	79.0	1.25	4	75%	0	0	0
Abhinav Books Store	439.12	60	123.12	1.3896	3	54%	0	0	0
CNA Bookstore	400.00	477	84.0	1.2658	4.5	95%	0	0	0
BookAdda	459.00	365	143.0	1.4525	3	47%	0	0	0
The Grand_Store	490.00	10	174.0	1.5506	3	50%	0	0	0
Browsers' Lounge	477.00	122	161.0	1.5095	4.5	96%	0	0	0
NS DISTRIBUTOR	499.00	7	183.0	1.5791	4	86%	0	0	0
Books-a-zillion	449.10	89	133.1	1.4212	4	82%	0	0	0
A to Z Book House	499.00	1,275	183.0	1.5791	3	46%	0	0	0
Booksmandi	499.00	2,530	183.0	1.5791	4.5	89%	0	0	0
Winmaarc	485.00	118	169.0	1.5348	3.5	68%	0	0	0
Maitry book Agency	499.00	139	183.0	1.5791	3.5	68%	0	0	0
Ambe Books	533.38	2	217.38	1.6879	3	50%	0	0	0
BooksRaja	391.00	171	75.0	1.2373	4.5	85%	0	0	0
Ginni Books	533.41	9	217.41	1.688	4.5	89%	0	0	0
SAI BOOKS	494.00	181	178.0	1.5633	3	46%	0	0	0
Atlantic Publishers and Distributors	623.00	14,537	307.0	1.9715	4.5	94%	0	0	0
PKS RETAIL	723.00	4	407.0	2.288	5	100%	0	0	0
Bookswagon	726.00	6,375	410.0	2.2975	4	70%	0	0	0
Peacockbooks	678.00	2,800	362.0	2.1456	4.5	92%	0	0	0
JustBuyBooks	853.00	26	537.0	2.6994	3.5	69%	0	0	0
B2A UK	1097.00	6,928	781.0	3.4715	4.5	83%	0	0	0
D R	1840.00	12,168	1524.0	5.8228	4	82%	0	0	0
HERITAGE PUBLISHERS	469.00	783	153.0	1.4842	4.5	94%	0	0	0
The Bookhive	399.20	43	83.2	1.2633	4	80%	0	0	0
Abhinav Books Store	449.10	60	133.1	1.4212	3	54%	0	0	0
Books-a-zillion	499.00	89	183.0	1.5791	4	82%	0	0	0
Ambe Books	533.41	2	217.41	1.688	3	50%	0	0	0
Ginni Books	533.48	9	217.48	1.6882	4.5	89%	0	0	0
SAI BOOKS	494.00	181	178.0	1.5633	3	46%	0	0	0
Bookswagon	726.00	6,375	410.0	2.2975	4	70%	0	0	0
Sunrise Book store	695.00	1,356	379.0	2.1994	3.5	61%	0	0	0
Sunrise Book store	721.00	1,356	405.0	2.2816	3.5	61%	0	0	0
