Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	358.00	1,299,265	0.0	1.0	4.5	92%	1	1	1
uRead-Store	384.00	25,141	26.0	1.0726	4.5	92%	1	0	0
Inetrade India	374.01	3,254	16.01	1.0447	4	75%	0	0	0
Friend Books Tree	380.00	24	22.0	1.0615	4	71%	0	0	0
Comma365	438.00	2,242	80.0	1.2235	4.5	95%	0	0	0
Jain Book House	385.00	1	27.0	1.0754	1	0%	0	0	0
Kushii Radiance Bookshop	441.00	63	83.0	1.2318	4.5	84%	0	0	0
BooksRaja	445.00	171	87.0	1.243	4.5	85%	0	0	0
Sunrise Book store	439.00	1,358	81.0	1.2263	3.5	61%	0	0	0
Booksmandi	466.00	2,531	108.0	1.3017	4.5	89%	0	0	0
V5MARK	463.00	8	105.0	1.2933	4	75%	0	0	0
Technical Book	393.00	53	35.0	1.0978	3.5	62%	0	0	0
Books-a-zillion	490.00	89	132.0	1.3687	4	82%	0	0	0
BOOK CENTRE	507.00	862	149.0	1.4162	4	81%	0	0	0
SAI BOOKS	485.00	181	127.0	1.3547	3	46%	0	0	0
Speedy_Books	756.00	490	398.0	2.1117	4.5	81%	0	0	0
Ebookstore	768.00	522	410.0	2.1453	4.5	85%	0	0	0
ASIAN TREASURES	845.00	18	487.0	2.3603	4.5	94%	0	0	0
Book eHub	846.00	32	488.0	2.3631	4	72%	0	0	0
