Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	1986.00	8,434	0.0	1.0	4.5	94%	1	0	1
SansRack	1987.00	1,052	1.0	1.0005	4.5	94%	1	0	0
SansRack	1987.00	1,052	1.0	1.0005	4.5	94%	0	0	0
SAnSRack	2127.00	14	141.0	1.071	4	79%	0	0	0
B2A UK	3899.00	6,928	1913.0	1.9632	4.5	83%	0	0	0
Sunrise Book store	3912.00	1,359	1926.0	1.9698	3.5	61%	0	0	0
Peacockbooks	3938.00	2,801	1952.0	1.9829	4.5	92%	0	0	0
Atlantic Publishers and Distributors	4062.00	14,540	2076.0	2.0453	4.5	94%	0	0	0
Repro Books-On-Demand	4559.00	8,434	2573.0	2.2956	4.5	94%	1	0	1
etohfa	5449.00	23	3463.0	2.7437	5	100%	0	0	0
