Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	843.00	1,299,192	73.02	1.0948	4.5	92%	1	1	1
Mittal Books India	848.00	15,728	78.02	1.1013	4.5	95%	1	0	0
ReaderBooks	774.00	441	4.02	1.0052	4	72%	0	0	0
Comma365	856.00	2,242	86.02	1.1117	4.5	95%	0	0	0
Inetrade India	824.43	3,253	54.45	1.0707	4	75%	0	0	0
Rama BOOKS	788.76	6	18.78	1.0244	3.5	67%	0	0	0
O_Store	769.98	593	0.0	1.0	4.5	87%	0	0	0
Sunrise Book store	783.00	1,357	13.02	1.0169	3.5	61%	0	0	0
BOOK CENTRE	856.00	862	86.02	1.1117	4	81%	0	0	0
V5MARK	851.00	8	81.02	1.1052	4	75%	0	0	0
Sunrise Book store	804.00	1,357	34.02	1.0442	3.5	61%	0	0	0
BooksRaja	862.00	171	92.02	1.1195	4.5	85%	0	0	0
Books-a-zillion	939.00	89	169.02	1.2195	4	82%	0	0	0
Booksmandi	939.00	2,531	169.02	1.2195	4.5	89%	0	0	0
SAI BOOKS	929.00	181	159.02	1.2065	3	46%	0	0	0
Ebookstore	1165.00	522	395.02	1.513	4.5	85%	0	0	0
Book eHub	1217.00	32	447.02	1.5806	4	74%	0	0	0
ASIAN TREASURES	1241.00	18	471.02	1.6117	4.5	94%	0	0	0
Speedy_Books	1457.00	490	687.02	1.8923	4.5	81%	0	0	0
