Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	374.00	17,786	47.52	1.1456	4.5	95%	1	0	1
Everydaybookcentre	389.00	3	62.52	1.1915	5	100%	0	0	0
Inetrade India	326.48	3,253	0.0	1.0	4	75%	0	0	0
AskTech Books	380.00	2	53.52	1.1639	2.5	50%	0	0	0
zohair book centre	450.00	30	123.52	1.3783	4.5	90%	0	0	0
MK BOOKS INDIA	499.00	2,247	172.52	1.5284	2.5	34%	0	0	0
Buy24*7	499.00	19	172.52	1.5284	4.5	89%	0	0	0
Bookswagon	789.00	6,382	462.52	2.4167	4	70%	0	0	0
Sunrise Book store	787.00	1,357	460.52	2.4106	3.5	61%	0	0	0
D R	2430.00	12,168	2103.52	7.443	4	82%	0	0	0
