Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	464.05	3,249	0.0	1.0	4	75%	0	0	1
Bookflow	539.10	3,100	75.05	1.1617	3.5	67%	0	0	0
BW ENTERPRISES	479.00	44	14.95	1.0322	4	79%	0	0	0
Global Book Store	1499.00	623	1034.95	3.2303	5	99%	0	0	0
B2A UK	1779.00	6,928	1314.95	3.8336	4.5	83%	0	0	0
Bookswagon	1826.00	6,375	1361.95	3.9349	4	70%	0	0	0
Sunrise Book store	1733.00	1,356	1268.95	3.7345	3.5	61%	0	0	0
INFINITE BOOKS	2405.84	282	1941.79	5.1844	5	99%	0	0	0
etohfa	3284.00	23	2819.95	7.0768	5	100%	0	0	0
IndieCulture	4117.99		3653.94	8.874			0	0	0
Bookflow	539.10	3,100	75.05	1.1617	3.5	67%	0	0	0
Bookswagon	1900.00	6,375	1435.95	4.0944	4	70%	1	0	0
Sunrise Book store	1911.00	1,356	1446.95	4.1181	3.5	61%	0	0	0
