Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	499.00	1,299,264	17.75	1.0369	4.5	92%	1	1	1
Trans Infopreneur Inc	499.00	218	17.75	1.0369	4.5	94%	1	0	0
MK BOOKS INDIA	553.00	2,248	71.75	1.1491	2.5	34%	0	0	0
Inetrade India	481.25	3,254	0.0	1.0	4	75%	0	0	0
Essay Shopping Malls	566.00	52	84.75	1.1761	4	75%	0	0	0
Sunrise Book store	493.00	1,358	11.75	1.0244	3.5	61%	0	0	0
ONLINE SHOPPING NOW EASY	540.00	184	58.75	1.1221	4	72%	0	0	0
All India Book House	650.00	2,957	168.75	1.3506	4.5	93%	1	0	0
Comma365	611.00	2,242	129.75	1.2696	4.5	95%	0	0	0
Education Centre	595.00	13	113.75	1.2364	2	23%	0	0	0
radhika A communication	617.00	29	135.75	1.2821	4	77%	0	0	0
BooksRaja	604.00	171	122.75	1.2551	4.5	85%	0	0	0
V5MARK	601.00	8	119.75	1.2488	4	75%	0	0	0
NS DISTRIBUTOR	631.00	7	149.75	1.3112	4	86%	0	0	0
Books-a-zillion	650.00	89	168.75	1.3506	4	82%	0	0	0
ASIAN TREASURES	792.00	18	310.75	1.6457	4.5	94%	0	0	0
A - Z Books Online	650.00	104	168.75	1.3506	4.5	93%	0	0	0
Universal Books House	799.00	1	317.75	1.6603	5	100%	0	0	0
Speedy_Books	965.00	490	483.75	2.0052	4.5	81%	0	0	0
Book eHub	1165.00	32	683.75	2.4208	4	72%	0	0	0
Trans Infopreneur Inc	499.50	218	18.25	1.0379	4.5	94%	0	0	0
Sunrise Book store	584.00	1,358	102.75	1.2135	3.5	61%	0	0	0
Books-a-zillion	650.00	89	168.75	1.3506	4	82%	0	0	0
