Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	506.00	25,127	0.0	1.0	4.5	92%	1	0	1
Book Wise Darya Ganj	545.00	1,097	39.0	1.0771	4.5	89%	0	0	0
Trans Infopreneur Inc	606.00	217	100.0	1.1976	4.5	94%	1	0	0
Bookflow	608.13	3,100	102.13	1.2018	3.5	67%	0	0	0
Goodread Bookstore	615.00	579	109.0	1.2154	5	97%	1	0	0
Comma365	608.00	2,242	102.0	1.2016	4.5	95%	0	0	0
Repro Books-On-Demand	663.00	8,424	157.0	1.3103	4.5	94%	1	0	0
ReproIndia	699.00	924	193.0	1.3814	4	79%	0	0	0
A to Z Book House	699.00	1,275	193.0	1.3814	3	46%	0	0	0
Books-a-zillion	699.00	89	193.0	1.3814	4	82%	0	0	0
Trans Infopreneur Inc	607.00	217	101.0	1.1996	4.5	94%	0	0	0
Sunrise Book store	699.00	1,356	193.0	1.3814	3.5	61%	0	0	0
