Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	4025.00	17,790	200.0	1.0523	4.5	95%	1	0	1
CB-India	3825.00	3,033	0.0	1.0	4.5	95%	0	0	0
E S CORPORATION	4300.00	211	475.0	1.1242	4.5	85%	0	0	0
Cloudtail India	4818.00	1,299,292	993.0	1.2596	4.5	92%	1	1	0
B2A UK	5131.00	6,928	1306.0	1.3414	4.5	83%	0	0	0
SmartGlobal	5298.00	213	1473.0	1.3851	3	49%	0	0	0
Bookswagon	5823.00	6,387	1998.0	1.5224	4	70%	0	0	0
Sunrise Book store	5832.00	1,359	2007.0	1.5247	3.5	61%	0	0	0
D R	7668.00	12,169	3843.0	2.0047	4	82%	0	0	0
etohfa	8658.00	23	4833.0	2.2635	5	100%	0	0	0
Sunrise Book store	5979.00	1,359	2154.0	1.5631	3.5	61%	0	0	0
Sunrise Book store	6082.00	1,359	2257.0	1.5901	3.5	61%	0	0	0
