Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,528	113.0	1.7533	3.5	67%	0	0	0
World500	271.00	3,267	121.0	1.8067	4	76%	0	0	0
PKS RETAIL	295.00	4	145.0	1.9667	5	100%	0	0	1
ABSSV BOOKS WORLD	299.00	25	149.0	1.9933	4	72%	0	0	0
MADAAN BOOK COLLECTION	150.00	109	0.0	1.0	4	86%	0	0	0
Essay Shopping Malls	320.00	52	170.0	2.1333	4	75%	0	0	0
Inetrade India	261.07	3,254	111.07	1.7405	4	75%	0	0	0
MK BOOKS INDIA	339.00	2,247	189.0	2.26	2.5	34%	0	0	0
Amazing_Buy	357.00	17,787	207.0	2.38	4.5	95%	1	0	0
uRead-Store	357.00	25,138	207.0	2.38	4.5	92%	1	0	0
ReadAhead	359.00	213	209.0	2.3933	4	79%	0	0	0
Bookflow	359.10	3,100	209.1	2.394	3.5	68%	0	0	0
AskTech Books	308.00	2	158.0	2.0533	2.5	50%	0	0	0
Mumbai gift corner	364.00	720	214.0	2.4267	4.5	89%	0	0	0
Sri Ganesha Books	287.00	382	137.0	1.9133	4	82%	0	0	0
FOUNTAINHEAD	287.00	98	137.0	1.9133	4.5	91%	0	0	0
A Mind's Bookstore	291.00	1,409	141.0	1.94	4.5	89%	0	0	0
MONOBO BOOKS	291.00	117	141.0	1.94	4.5	86%	0	0	0
HERITAGE PUBLISHERS	379.00	783	229.0	2.5267	4.5	94%	0	0	0
O_Store	299.25	593	149.25	1.995	4.5	87%	0	0	0
Crossword Bookstores Ltd	319.00	2,475	169.0	2.1267	4	74%	0	0	0
SBM Enterprises	299.25	48	149.25	1.995	4	75%	0	0	0
Books Cloud	380.00	1	230.0	2.5333	1	0%	0	0	0
fairdealenterprise	299.25	44	149.25	1.995	2	27%	0	0	0
S B T books	369.00	113	219.0	2.46	4.5	88%	0	0	0
W S Retaill	368.00	34	218.0	2.4533	3.5	68%	0	0	0
Royal500	397.00	882	247.0	2.6467	4.5	92%	0	0	0
Suryan Books	319.00	39	169.0	2.1267	4.5	95%	0	0	0
Buy24*7	399.00	19	249.0	2.66	4.5	89%	0	0	0
Skycart	331.00	479	181.0	2.2067	4.5	90%	0	0	0
Sunrise Book store	327.00	1,358	177.0	2.18	3.5	61%	0	0	0
Book store01	379.00	14	229.0	2.5267	3.5	57%	0	0	0
Vaishno Books Store	355.11	7	205.11	2.3674	4.5	86%	0	0	0
ScribbleGraffito	331.17	29	181.17	2.2078	4.5	91%	0	0	0
CrossWord Books	367.00	116	217.0	2.4467	5	95%	0	0	0
Suraj Trading - Express Delivery	324.00	48	174.0	2.16	3	53%	0	0	0
BSK Book	399.00	160	249.0	2.66	3.5	61%	0	0	0
BOOKKR	399.00	5	249.0	2.66	3.5	60%	0	0	0
BookInc	360.00	17	210.0	2.4	4.5	94%	0	0	0
READERS CHOICE BOOKS	359.00	100	209.0	2.3933	4	76%	0	0	0
World500	271.00	3,267	121.0	1.8067	4	76%	0	0	0
Books-a-zillion	359.10	89	209.1	2.394	4	82%	0	0	0
BOOK CENTRE	376.00	862	226.0	2.5067	4	81%	0	0	0
Kushii Radiance Bookshop	380.00	63	230.0	2.5333	4.5	84%	0	0	0
A to Z Book House	399.00	1,275	249.0	2.66	3	46%	0	0	0
Ambe Books	447.26	2	297.26	2.9817	3	50%	0	0	0
Ginni Books	447.26	9	297.26	2.9817	4.5	89%	0	0	0
ROSHAN COLLECTION	454.92		304.92	3.0328			0	0	0
SAI BOOKS	395.00	181	245.0	2.6333	3	46%	0	0	0
Bookswagon	770.00	6,382	620.0	5.1333	4	70%	0	0	0
Bookflow	359.10	3,100	209.1	2.394	3.5	68%	0	0	0
S B T books	371.00	113	221.0	2.4733	4.5	88%	0	0	0
W S Retaill	368.00	34	218.0	2.4533	3.5	68%	0	0	0
Sunrise Book store	327.00	1,358	177.0	2.18	3.5	61%	0	0	0
CrossWord Books	367.00	116	217.0	2.4467	5	95%	0	0	0
BSK Book	399.00	160	249.0	2.66	3.5	61%	0	0	0
BOOKKR	399.00	5	249.0	2.66	3.5	60%	0	0	0
BookInc	360.00	17	210.0	2.4	4.5	94%	0	0	0
SAI BOOKS	395.00	181	245.0	2.6333	3	46%	0	0	0
Sunrise Book store	829.00	1,358	679.0	5.5267	3.5	61%	0	0	0
Sunrise Book store	767.00	1,358	617.0	5.1133	3.5	61%	0	0	0
