Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	756.00	1,299,242	89.0	1.1334	4.5	92%	1	1	1
Atlantic Publishers and Distributors	667.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	722.00	2,801	55.0	1.0825	4.5	92%	0	0	0
Bookswagon	788.00	6,382	121.0	1.1814	4	70%	0	0	0
Sunrise Book store	811.00	1,358	144.0	1.2159	3.5	61%	0	0	0
B2A UK	1200.00	6,928	533.0	1.7991	4.5	83%	0	0	0
Fast Media 2	1287.25	6,005	620.25	1.9299	4	72%	0	0	0
Fast Media 2	1633.10	6,005	966.1	2.4484	4	72%	0	0	0
SmartGlobal	1667.00	212	1000.0	2.4993	3	50%	0	0	0
Bookswagon	822.00	6,382	155.0	1.2324	4	70%	0	0	0
Atlantic Publishers and Distributors	850.00	14,538	183.0	1.2744	4.5	94%	0	0	0
Bookswagon	821.00	6,382	154.0	1.2309	4	70%	0	0	0
Sunrise Book store	750.00	1,358	83.0	1.1244	3.5	61%	0	0	0
Sunrise Book store	786.00	1,358	119.0	1.1784	3.5	61%	0	0	0
Sunrise Book store	792.00	1,358	125.0	1.1874	3.5	61%	0	0	0
