Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	778.00	14,537	0.0	1.0	4.5	94%	0	0	0
Bookswagon	884.00	6,375	106.0	1.1362	4	70%	0	0	1
Peacockbooks	833.00	2,800	55.0	1.0707	4.5	92%	0	0	0
JustBuyBooks	842.00	26	64.0	1.0823	3.5	69%	0	0	0
Cloudtail India	1062.00	1,299,156	284.0	1.365	4.5	92%	1	1	0
Sunrise Book store	862.00	1,356	84.0	1.108	3.5	61%	0	0	0
SmartGlobal	1547.00	212	769.0	1.9884	3	50%	0	0	0
G G	1564.00	4,505	786.0	2.0103	4.5	87%	0	0	0
Fast Media 2	1698.06	6,005	920.06	2.1826	4	72%	0	0	0
etohfa	2188.00	23	1410.0	2.8123	5	100%	0	0	0
Atlantic Publishers and Distributors	944.00	14,537	166.0	1.2134	4.5	94%	0	0	0
Bookswagon	939.00	6,375	161.0	1.2069	4	70%	0	0	1
Sunrise Book store	920.00	1,356	142.0	1.1825	3.5	61%	0	0	0
