Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	495.00	17,790	17.0	1.0356	4.5	95%	1	0	1
Read factor	495.00	1,532	17.0	1.0356	3.5	67%	0	0	0
Best Price_	490.00	224	12.0	1.0251	4	82%	0	0	0
uRead-Store	521.00	25,154	43.0	1.09	4.5	92%	1	0	0
H B C Center	478.00		0.0	1.0			0	0	0
Crossword Bookstores Ltd	600.00	2,475	122.0	1.2552	4	74%	0	0	0
Inetrade India	531.67	3,256	53.67	1.1123	4	75%	0	0	0
R-our Book	562.00	1,305	84.0	1.1757	4	76%	0	0	0
MK BOOKS INDIA	638.00	2,249	160.0	1.3347	2.5	34%	0	0	0
Book Selection Centre	555.00	136	77.0	1.1611	4.5	96%	0	0	0
Comma365	612.00	2,242	134.0	1.2803	4.5	95%	0	0	0
Randomindia	578.00	9	100.0	1.2092	3.5	67%	0	0	0
Goodread Bookstore	660.00	579	182.0	1.3808	5	97%	1	0	0
ReadAhead	674.90	213	196.9	1.4119	4	79%	0	0	0
Browsers' Lounge	600.00	122	122.0	1.2552	4.5	96%	0	0	0
The Bookhive	600.00	43	122.0	1.2552	4	80%	0	0	0
Bookflow	675.00	3,100	197.0	1.4121	3.5	68%	0	0	0
Suryan Books	600.00	39	122.0	1.2552	4.5	95%	0	0	0
BW ENTERPRISES	585.00	44	107.0	1.2238	4	79%	0	0	0
BooksRaja	583.00	171	105.0	1.2197	4.5	85%	0	0	0
Booknow	585.00	898	107.0	1.2238	4	80%	0	0	0
ScribbleGraffito	615.00	29	137.0	1.2866	4.5	91%	0	0	0
Skycart	622.00	479	144.0	1.3013	4.5	90%	0	0	0
Booksmandi	600.00	2,531	122.0	1.2552	4.5	89%	0	0	0
V5MARK	593.00	8	115.0	1.2406	4	75%	0	0	0
fairdealenterprise	577.50	45	99.5	1.2082	2	25%	0	0	0
S B T books	692.00	113	214.0	1.4477	4.5	88%	0	0	0
W S Retaill	692.00	34	214.0	1.4477	3.5	68%	0	0	0
Resource book store	625.00	1	147.0	1.3075	5	100%	0	0	0
HERITAGE PUBLISHERS	705.00	783	227.0	1.4749	4.5	94%	0	0	0
Wish Your Book	630.00		152.0	1.318			0	0	0
Mumbai gift corner	713.00	720	235.0	1.4916	4.5	89%	0	0	0
Abhinav Books Store	660.00	60	182.0	1.3808	3	53%	0	0	0
Amazing BookS	600.00	106	122.0	1.2552	3	54%	0	0	0
CrossWord Books	690.00	116	212.0	1.4435	5	95%	0	0	0
Winmaarc	744.00	118	266.0	1.5565	3.5	68%	0	0	0
Buy Amazing Books	750.00	3,558	272.0	1.569	3	51%	0	0	0
Santusti Enterprises	750.00	26	272.0	1.569	4	81%	0	0	0
killer,sbooks	750.00	18	272.0	1.569	5	100%	0	0	0
BSK Book	740.00	160	262.0	1.5481	3.5	60%	0	0	0
Infotech Standards India Pvt Ltd	695.00	409	217.0	1.454	4.5	97%	0	0	0
BookInc	698.00	17	220.0	1.4603	4.5	94%	0	0	0
Book store01	750.00	14	272.0	1.569	3.5	57%	0	0	0
Books-a-zillion	675.00	89	197.0	1.4121	4	82%	0	0	0
BOOKKR	750.00	5	272.0	1.569	3.5	60%	0	0	0
Kushii Radiance Bookshop	713.00	63	235.0	1.4916	4.5	84%	0	0	0
NS DISTRIBUTOR	750.00	7	272.0	1.569	4	86%	0	0	0
A to Z Book House	750.00	1,275	272.0	1.569	3	45%	0	0	0
SN Square	825.00	59	347.0	1.7259	4	75%	0	0	0
SAI BOOKS	742.00	181	264.0	1.5523	3	46%	0	0	0
bharatonlineenterprises	800.00		322.0	1.6736			0	0	0
mstradershyd	800.00		322.0	1.6736			0	0	0
HariEnterprises1	999.00		521.0	2.09			0	0	0
Ambe Books	1120.68	2	642.68	2.3445	3	50%	0	0	0
Ginni Books	1120.78	9	642.78	2.3447	4.5	89%	0	0	0
INFINITE BOOKS	1387.68	288	909.68	2.9031	5	99%	0	0	0
Bookswagon	1536.00	6,387	1058.0	3.2134	4	70%	0	0	0
Sunrise Book store	1497.00	1,359	1019.0	3.1318	3.5	61%	0	0	0
SmartGlobal	1862.00	213	1384.0	3.8954	3	49%	0	0	0
Kalams World Records	1800.00		1322.0	3.7657			0	0	0
ReadAhead	675.00	213	197.0	1.4121	4	79%	0	0	0
ScribbleGraffito	622.50	29	144.5	1.3023	4.5	91%	0	0	0
CrossWord Books	690.00	116	212.0	1.4435	5	95%	0	0	0
Abhinav Books Store	675.00	60	197.0	1.4121	3	53%	0	0	0
Bookswagon	1536.00	6,387	1058.0	3.2134	4	70%	0	0	0
Bookswagon	1586.00	6,387	1108.0	3.318	4	70%	0	0	0
Sunrise Book store	1536.00	1,359	1058.0	3.2134	3.5	61%	0	0	0
Sunrise Book store	1791.00	1,359	1313.0	3.7469	3.5	61%	0	0	0
Fast Media 2	1881.95	6,006	1403.95	3.9371	4	72%	0	0	0
