Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	162.00	1,532	32.0	1.2462	3.5	67%	0	0	0
Cloudtail India	164.00	1,299,276	34.0	1.2615	4.5	92%	1	1	1
World500	167.00	3,271	37.0	1.2846	4	76%	0	0	0
Book Factory 2020	130.00		0.0	1.0			0	0	0
Angoor Prakashann	220.00	52	90.0	1.6923	4	80%	0	0	0
Bookflow	220.50	3,100	90.5	1.6962	3.5	68%	0	0	0
Wisdom Tree Direct	175.00	38	45.0	1.3462	4.5	92%	0	0	0
MK BOOKS INDIA	245.00	2,249	115.0	1.8846	2.5	34%	0	0	0
Prism Books Pvt Ltd	208.00	1,014	78.0	1.6	4.5	83%	0	0	0
O_Store	178.85	593	48.85	1.3758	4.5	87%	0	0	0
BOOKKR	227.00	5	97.0	1.7462	3.5	60%	0	0	0
BSK Book	245.00	160	115.0	1.8846	3.5	61%	0	0	0
Crossword Bookstores Ltd	200.00	2,475	70.0	1.5385	4	74%	0	0	0
WORDS CARE	220.00	6	90.0	1.6923	2	17%	0	0	0
BOOKS MASTER	220.00	22	90.0	1.6923	4	77%	0	0	0
CrossWord Books	228.00	116	98.0	1.7538	5	95%	0	0	0
Inetrade India	203.94	3,254	73.94	1.5688	4	75%	0	0	0
BW ENTERPRISES	189.00	44	59.0	1.4538	4	79%	0	0	0
ScribbleGraffito	203.35	29	73.35	1.5642	4.5	91%	0	0	0
Vaishno Books Store	218.05	7	88.05	1.6773	4.5	86%	0	0	0
Abhinav Books Store	220.50	60	90.5	1.6962	3	53%	0	0	0
Sunrise Book store	213.00	1,359	83.0	1.6385	3.5	61%	0	0	0
Skycart	220.00	479	90.0	1.6923	4.5	90%	0	0	0
Booknow	191.00	898	61.0	1.4692	4	80%	0	0	0
BookInc	221.00	17	91.0	1.7	4.5	94%	0	0	0
DARPAN	245.00	33	115.0	1.8846	4.5	85%	0	0	0
Suraj Trading - Express Delivery	199.00	48	69.0	1.5308	3	53%	0	0	0
Balaji World of Books	221.00	14	91.0	1.7	4.5	93%	0	0	0
S B T books	227.00	113	97.0	1.7462	4.5	88%	0	0	0
W S Retaill	227.00	34	97.0	1.7462	3.5	68%	0	0	0
CNA Bookstore	200.00	477	70.0	1.5385	4.5	95%	0	0	0
BooksRaja	203.00	171	73.0	1.5615	4.5	85%	0	0	0
Okhla Book Distributor	183.00	60	53.0	1.4077	4.5	95%	0	0	0
Talekart	245.00	19	115.0	1.8846	5	95%	0	0	0
Books-a-zillion	220.50	89	90.5	1.6962	4	82%	0	0	0
IMPACT BOOKS	245.00	108	115.0	1.8846	4.5	95%	0	0	0
A to Z Book House	245.00	1,275	115.0	1.8846	3	46%	0	0	0
VNSstores	245.00	33	115.0	1.8846	3.5	61%	0	0	0
chaudhary book store	245.00	1	115.0	1.8846	5	100%	0	0	0
ROSHAN COLLECTION	288.60		158.6	2.22			0	0	0
Books-a-zillion	245.00	89	115.0	1.8846	4	82%	0	0	0
PKS RETAIL	460.00	4	330.0	3.5385	5	100%	0	0	0
famous_Books	499.00	4	369.0	3.8385	4.5	75%	0	0	0
