Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	433.00	17,789	0.0	1.0	4.5	95%	1	0	1
Crossword Bookstores Ltd	479.00	2,475	46.0	1.1062	4	74%	0	0	0
aspire india	500.00	332	67.0	1.1547	4	72%	1	0	0
uRead-Store	520.00	25,151	87.0	1.2009	4.5	92%	1	0	0
Bookflow	521.13	3,100	88.13	1.2035	3.5	68%	0	0	0
HERITAGE PUBLISHERS	569.00	783	136.0	1.3141	4.5	94%	0	0	0
Skycart	500.00	479	67.0	1.1547	4.5	90%	0	0	0
Comma365	537.00	2,242	104.0	1.2402	4.5	95%	0	0	0
Sunrise Book store	458.00	1,359	25.0	1.0577	3.5	61%	0	0	0
Books-a-zillion	539.10	89	106.1	1.245	4	82%	0	0	0
aspire india	479.00	332	46.0	1.1062	4	72%	0	0	0
Sunrise Book store	458.00	1,359	25.0	1.0577	3.5	61%	0	0	0
A to Z Book House	599.00	1,275	166.0	1.3834	3	46%	0	0	0
Sunrise Book store	1691.00	1,359	1258.0	3.9053	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1780.00	14,540	1347.0	4.1109	4.5	94%	0	0	0
Sunrise Book store	1717.00	1,359	1284.0	3.9654	3.5	61%	0	0	0
