Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	317.00	17,781	55.93	1.2142	4.5	95%	1	0	0
uRead-Store	317.00	25,127	55.93	1.2142	4.5	92%	1	0	1
Inetrade India	261.07	3,249	0.0	1.0	4	75%	0	0	0
Royal500	399.00	875	137.93	1.5283	4.5	92%	0	0	0
ScribbleGraffito	331.17	29	70.1	1.2685	4.5	91%	0	0	0
Bookland International	490.00	317	228.93	1.8769	4.5	89%	0	0	0
Payal Books	450.00	657	188.93	1.7237	3	51%	0	0	0
Atlantic Publishers and Distributors	826.00	14,537	564.93	3.1639	4.5	94%	0	0	0
hooked2books	885.00		623.93	3.3899			0	0	0
Peacockbooks	881.00	2,800	619.93	3.3746	4.5	92%	0	0	0
Sunrise Book store	963.00	1,356	701.93	3.6887	3.5	61%	0	0	0
Sunrise Book store	1174.00	1,356	912.93	4.4969	3.5	61%	0	0	0
