Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	498.94	3,249	0.0	1.0	4	75%	0	0	0
R-our Book	524.00	1,304	25.06	1.0502	4	78%	0	0	0
Cloudtail India	585.00	1,299,156	86.06	1.1725	4.5	92%	1	1	1
uRead-Store	586.00	25,127	87.06	1.1745	4.5	92%	1	0	0
RSONS	517.00	481	18.06	1.0362	4.5	84%	0	0	0
MK BOOKS INDIA	594.00	2,245	95.06	1.1905	2.5	34%	0	0	0
Bookflow	608.13	3,100	109.19	1.2188	3.5	67%	0	0	0
Book Selection Centre	524.00	136	25.06	1.0502	4.5	96%	0	0	0
Comma365	576.00	2,242	77.06	1.1544	4.5	95%	0	0	0
S R int Store	531.24		32.3	1.0647			0	0	0
BW ENTERPRISES	539.00	44	40.06	1.0803	4	79%	0	0	0
The Bookhive	559.20	43	60.26	1.1208	4	80%	0	0	0
BooksRaja	556.00	171	57.06	1.1144	4.5	85%	0	0	0
V5MARK	537.00	8	38.06	1.0763	4	75%	0	0	0
Sunrise Book store	521.00	1,356	22.06	1.0442	3.5	61%	0	0	0
ScribbleGraffito	573.18	29	74.24	1.1488	4.5	91%	0	0	0
Booksmandi	560.00	2,530	61.06	1.1224	4.5	89%	0	0	0
Wish Your Book	587.16		88.22	1.1768			0	0	0
Resource book store	594.00	1	95.06	1.1905	5	100%	0	0	0
Abhinav Books Store	615.12	60	116.18	1.2329	3	54%	0	0	0
Browsers' Lounge	666.00	122	167.06	1.3348	4.5	96%	0	0	0
The Grand_Store	660.00	10	161.06	1.3228	3	50%	0	0	0
A to Z Book House	699.00	1,275	200.06	1.401	3	46%	0	0	0
Ambe Books	705.67	2	206.73	1.4143	3	50%	0	0	0
Ginni Books	705.77	9	206.83	1.4145	4.5	89%	0	0	0
Maitry book Agency	699.00	139	200.06	1.401	3.5	68%	0	0	0
Atlantic Publishers and Distributors	767.00	14,537	268.06	1.5373	4.5	94%	0	0	0
Peacockbooks	845.00	2,800	346.06	1.6936	4.5	92%	0	0	0
Bookswagon	922.00	6,375	423.06	1.8479	4	70%	0	0	0
B2A UK	1357.00	6,928	858.06	2.7198	4.5	83%	0	0	0
Bookswagon	930.00	6,375	431.06	1.864	4	70%	0	0	0
Sunrise Book store	857.00	1,356	358.06	1.7176	3.5	61%	0	0	0
