Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	2207.65	3,253	0.0	1.0	4	75%	0	0	1
T B	2290.30	64	82.65	1.0374	4.5	93%	0	0	0
MK BOOKS INDIA	2504.00	2,247	296.35	1.1342	2.5	34%	0	0	0
Education Centre	2475.00	13	267.35	1.1211	2	23%	0	0	0
INFINITE BOOKS	2596.31	285	388.66	1.1761	5	99%	0	0	0
Sunrise Book store	2884.00	1,357	676.35	1.3064	3.5	61%	0	0	0
Bookswagon	3127.00	6,382	919.35	1.4164	4	70%	0	0	0
Sunrise Book store	3038.00	1,357	830.35	1.3761	3.5	61%	0	0	0
D R	3573.00	12,168	1365.35	1.6185	4	82%	0	0	0
etohfa	4239.00	23	2031.35	1.9201	5	100%	0	0	0
Sunrise Book store	3169.00	1,357	961.35	1.4355	3.5	61%	0	0	0
