Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1160.00	1,299,167	43.0	1.0385	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1117.00	14,537	0.0	1.0	4.5	94%	0	0	0
E S CORPORATION	1135.00	211	18.0	1.0161	4.5	86%	0	0	0
Peacockbooks	1169.00	2,801	52.0	1.0466	4.5	92%	0	0	0
Bookswagon	1252.00	6,377	135.0	1.1209	4	70%	0	0	0
INFINITE BOOKS	1304.32	283	187.32	1.1677	5	99%	0	0	0
B2A UK	1371.00	6,928	254.0	1.2274	4.5	83%	0	0	0
Sunrise Book store	1214.00	1,356	97.0	1.0868	3.5	61%	0	0	0
MK BOOKS INDIA	1560.00	2,247	443.0	1.3966	2.5	34%	0	0	0
SmartGlobal	1689.00	212	572.0	1.5121	3	50%	0	0	0
Bookswagon	1253.00	6,377	136.0	1.1218	4	70%	0	0	0
Bookswagon	1334.00	6,377	217.0	1.1943	4	70%	0	0	0
Bookswagon	1333.00	6,377	216.0	1.1934	4	70%	0	0	0
Atlantic Publishers and Distributors	1360.00	14,537	243.0	1.2175	4.5	94%	0	0	0
Sunrise Book store	1283.00	1,356	166.0	1.1486	3.5	61%	0	0	0
Sunrise Book store	1300.00	1,356	183.0	1.1638	3.5	61%	0	0	0
D R	1986.00	12,167	869.0	1.778	4	82%	0	0	0
Fast Media 2	2068.37	6,005	951.37	1.8517	4	72%	0	0	0
etohfa	2205.00	23	1088.0	1.974	5	100%	0	0	0
