Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	186.00	1,299,183	0.0	1.0	4.5	92%	1	1	1
uRead-Store	191.07	25,133	5.07	1.0273	4.5	92%	1	0	0
Bookflow	256.65	3,100	70.65	1.3798	3.5	67%	0	0	0
R-our Book	218.00	1,304	32.0	1.172	4	78%	0	0	0
Amazing_Buy	270.00	17,785	84.0	1.4516	4.5	95%	1	0	0
Goodread Bookstore	215.00	579	29.0	1.1559	5	97%	0	0	0
Crossword Bookstores Ltd	236.00	2,475	50.0	1.2688	4	74%	0	0	0
Sunrise Book store	238.00	1,356	52.0	1.2796	3.5	61%	0	0	0
Skycart	265.00	479	79.0	1.4247	4.5	90%	0	0	0
Books-a-zillion	265.50	89	79.5	1.4274	4	82%	0	0	0
Bookflow	265.50	3,100	79.5	1.4274	3.5	67%	0	0	0
Sunrise Book store	279.00	1,356	93.0	1.5	3.5	61%	0	0	0
A to Z Book House	295.00	1,275	109.0	1.586	3	46%	0	0	0
Books-a-zillion	295.00	89	109.0	1.586	4	82%	0	0	0
