Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	79.00	17,789	10.01	1.1451	4.5	95%	1	0	1
World500	84.00	3,299	15.01	1.2176	4	76%	0	0	0
Buy Amazing Books	85.00	3,570	16.01	1.2321	3	52%	0	0	0
YABK	94.00		25.01	1.3625			0	0	0
TomBooks	94.00		25.01	1.3625			0	0	0
NBk	94.00		25.01	1.3625			0	0	0
BOOKFACTRY	100.00	1	31.01	1.4495	5	100%	0	0	0
BooksStation	100.00		31.01	1.4495			0	0	0
Book,stage	100.00		31.01	1.4495			0	0	0
killer,sbooks	120.00	18	51.01	1.7394	5	100%	0	0	0
Inetrade India	68.99	3,256	0.0	1.0	4	75%	0	0	0
Book store01	120.00	14	51.01	1.7394	3.5	57%	0	0	0
Abhinav Books Store	110.00	60	41.01	1.5944	3	53%	0	0	0
BSK Book	125.00	160	56.01	1.8119	3.5	60%	0	0	0
CrossWord Books	115.00	116	46.01	1.6669	5	95%	0	0	0
A Mind's Bookstore	91.00	1,409	22.01	1.319	4.5	89%	0	0	0
Winmaarc	174.00	118	105.01	2.5221	3.5	68%	0	0	0
BookAdda	105.00	365	36.01	1.522	3	46%	0	0	0
Resource book store	110.00	1	41.01	1.5944	5	100%	0	0	0
BOOKKR	155.00	5	86.01	2.2467	3.5	60%	0	0	0
CrossWord Books	115.00	116	46.01	1.6669	5	95%	0	0	0
Abhinav Books Store	112.50	60	43.51	1.6307	3	53%	0	0	0
BOOKKR	155.00	5	86.01	2.2467	3.5	60%	0	0	0
BookInc	117.00	17	48.01	1.6959	4.5	94%	0	0	0
S B T books	115.00	113	46.01	1.6669	4.5	88%	0	0	0
S B T books	116.00	113	47.01	1.6814	4.5	88%	0	0	0
W S Retaill	115.00	34	46.01	1.6669	3.5	68%	0	0	0
Suryan Books	120.00	39	51.01	1.7394	4.5	95%	0	0	0
A to Z Book House	125.00	1,276	56.01	1.8119	3	44%	0	0	0
Special Library	242.00	57	173.01	3.5078	4	74%	0	0	0
CrossWord Books	115.00	116	46.01	1.6669	5	95%	0	0	0
W S Retaill	115.00	34	46.01	1.6669	3.5	68%	0	0	0
BookInc	119.00	17	50.01	1.7249	4.5	94%	0	0	0
Winmaarc	231.00	118	162.01	3.3483	3.5	68%	0	0	0
