Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
O_Store	589.58	593	0.0	1.0	4.5	87%	0	0	1
Sunrise Book store	633.00	1,359	43.42	1.0736	3.5	61%	0	0	0
BooksRaja	658.00	171	68.42	1.116	4.5	85%	0	0	0
Bookshelff	689.00	72	99.42	1.1686	4	82%	0	0	0
V5MARK	661.00	8	71.42	1.1211	4	75%	0	0	0
BOOK CENTRE	721.00	862	131.42	1.2229	4	81%	0	0	0
Manila Books Services	719.00	13	129.42	1.2195	4.5	92%	0	0	0
Books-a-zillion	719.00	89	129.42	1.2195	4	82%	0	0	0
ALL INDIA BOOK STORE	786.00	9	196.42	1.3332	3.5	67%	0	0	0
Ebookstore	989.00	522	399.42	1.6775	4.5	85%	0	0	0
Book eHub	1035.00	32	445.42	1.7555	4	72%	0	0	0
ASIAN TREASURES	1066.00	18	476.42	1.8081	4.5	94%	0	0	0
Speedy_Books	1127.00	490	537.42	1.9115	4.5	81%	0	0	0
D R	3801.00	12,169	3211.42	6.447	4	82%	0	0	0
