Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	3589.00	8,424	0.0	1.0	4.5	94%	1	0	1
Fast Media 2	4121.00	6,005	532.0	1.1482	4	72%	0	0	0
MK BOOKS INDIA	4195.00	2,247	606.0	1.1688	2.5	34%	0	0	0
T B	5251.97	64	1662.97	1.4634	4.5	93%	0	0	0
Bookswagon	5935.00	6,377	2346.0	1.6537	4	70%	0	0	0
Peacockbooks	6228.00	2,801	2639.0	1.7353	4.5	92%	0	0	0
Atlantic Publishers and Distributors	6538.00	14,537	2949.0	1.8217	4.5	94%	0	0	0
D R	7107.00	12,167	3518.0	1.9802	4	82%	0	0	0
etohfa	7710.00	23	4121.0	2.1482	5	100%	0	0	0
Book Maker	12533.00		8944.0	3.4921			0	0	0
Bookswagon	6672.00	6,377	3083.0	1.859	4	70%	0	0	0
Fast Media 2	7122.89	6,005	3533.89	1.9846	4	72%	0	0	0
A STAR BOOK	12533.00	5	8944.0	3.4921	5	100%	0	0	0
