Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ABSSV BOOKS WORLD	391.05	25	0.0	1.0	4	72%	0	0	1
Read factor	395.00	1,526	3.95	1.0101	3.5	67%	0	0	0
World500	401.00	3,268	9.95	1.0254	4	76%	0	0	0
Buy Amazing Books	419.00	3,554	27.95	1.0715	3	51%	0	0	0
pigloo house	485.00	1	93.95	1.2403	5	100%	0	0	0
Sri Ganesha Books	431.00	382	39.95	1.1022	4	82%	0	0	0
FOUNTAINHEAD	431.00	98	39.95	1.1022	4.5	91%	0	0	0
A Mind's Bookstore	437.00	1,409	45.95	1.1175	4.5	89%	0	0	0
MK BOOKS INDIA	539.00	2,247	147.95	1.3783	2.5	34%	0	0	0
Royal500	549.00	881	157.95	1.4039	4.5	92%	0	0	0
SBM Enterprises	461.23	48	70.18	1.1795	4	75%	0	0	0
Mumbai gift corner	569.00	718	177.95	1.4551	4.5	89%	0	0	0
Book store01	554.00	11	162.95	1.4167	3	45%	0	0	0
killer,sbooks	599.00	18	207.95	1.5318	5	100%	0	0	0
ONLINE SHOPPING NOW EASY	579.00	184	187.95	1.4806	4	72%	0	0	0
B2A UK	1323.00	6,928	931.95	3.3832	4.5	83%	0	0	0
dealstar	7355.00	6,596	6963.95	18.8083	4.5	85%	0	0	0
