Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	334.00	3,268	0.0	1.0	4	76%	0	0	0
Crossword Bookstores Ltd	399.00	2,475	65.0	1.1946	4	74%	0	0	0
Cloudtail India	400.00	1,299,234	66.0	1.1976	4.5	92%	1	1	1
PIYUSH PUBLISHER AND DISTRIBUTORS	424.00	18	90.0	1.2695	4	73%	0	0	0
BOOK CENTRE	350.00	862	16.0	1.0479	4	81%	0	0	0
Bookflow	449.10	3,100	115.1	1.3446	3.5	67%	0	0	0
A Mind's Bookstore	374.00	1,409	40.0	1.1198	4.5	89%	0	0	0
Future Compass	399.00	32	65.0	1.1946	4.5	93%	0	0	0
Skycart	409.00	479	75.0	1.2246	4.5	90%	0	0	0
Booksmandi	400.00	2,531	66.0	1.1976	4.5	89%	0	0	0
DARPAN	449.00	33	115.0	1.3443	4.5	85%	0	0	0
S J Books	449.00	1	115.0	1.3443	5	100%	0	0	0
DilliDukan	458.00	5	124.0	1.3713	5	100%	0	0	0
Books-a-zillion	499.00	89	165.0	1.494	4	82%	0	0	0
