Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	1987.00	8,434	0.0	1.0	4.5	94%	1	0	1
SansRack	1987.00	1,052	0.0	1.0	4.5	94%	1	0	0
SansRack	1987.00	1,052	0.0	1.0	4.5	94%	0	0	0
SAnSRack	2127.00	14	140.0	1.0705	4	79%	0	0	0
Bookswagon	3750.00	6,387	1763.0	1.8873	4	70%	0	0	0
B2A UK	3795.00	6,928	1808.0	1.9099	4.5	83%	0	0	0
Peacockbooks	3820.00	2,801	1833.0	1.9225	4.5	92%	0	0	0
Sunrise Book store	3882.00	1,359	1895.0	1.9537	3.5	61%	0	0	0
Bookswagon	3916.00	6,387	1929.0	1.9708	4	70%	0	0	0
Atlantic Publishers and Distributors	4066.00	14,540	2079.0	2.0463	4.5	94%	0	0	0
