Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ABSSV BOOKS WORLD	455.40	25	0.0	1.0	4	72%	0	0	0
PKS RETAIL	460.00	4	4.6	1.0101	5	100%	0	0	0
Read factor	461.00	1,517	5.6	1.0123	3.5	67%	0	0	0
uRead-Store	467.00	25,130	11.6	1.0255	4.5	92%	1	0	1
Amazing_Buy	467.00	17,783	11.6	1.0255	4.5	95%	1	0	0
World500	475.00	3,248	19.6	1.043	4	76%	0	0	0
Pillbooks	524.00		68.6	1.1506			0	0	0
Inetrade India	477.87	3,250	22.47	1.0493	4	75%	0	0	0
Crossword Bookstores Ltd	559.00	2,475	103.6	1.2275	4	74%	0	0	0
AskTech Books	523.00	2	67.6	1.1484	2.5	50%	0	0	0
Goodread Bookstore	615.00	579	159.6	1.3505	5	97%	1	0	0
Comma365	576.00	2,242	120.6	1.2648	4.5	95%	0	0	0
Bookflow	622.11	3,100	166.71	1.3661	3.5	67%	0	0	0
ReadAhead	629.00	213	173.6	1.3812	4	79%	0	0	0
The Bookhive	559.20	43	103.8	1.2279	4	80%	0	0	0
Booknow	545.00	898	89.6	1.1968	4	80%	0	0	0
BSK Book	659.00	159	203.6	1.4471	3.5	60%	0	0	0
ScribbleGraffito	580.17	29	124.77	1.274	4.5	91%	0	0	0
Mumbai gift corner	664.00	717	208.6	1.4581	4.5	90%	0	0	0
HERITAGE PUBLISHERS	664.00	783	208.6	1.4581	4.5	94%	0	0	0
Browsers' Lounge	559.20	122	103.8	1.2279	4.5	96%	0	0	0
O_Store	524.25	593	68.85	1.1512	4.5	87%	0	0	0
Booksmandi	560.00	2,530	104.6	1.2297	4.5	89%	0	0	0
Book store01	664.00	11	208.6	1.4581	3	45%	0	0	0
S B T books	645.00	113	189.6	1.4163	4.5	88%	0	0	0
W S Retaill	645.00	34	189.6	1.4163	3.5	69%	0	0	0
CrossWord Books	643.00	116	187.6	1.4119	5	95%	0	0	0
Buy Amazing Books	699.00	3,536	243.6	1.5349	3	51%	0	0	0
MK BOOKS INDIA	699.00	2,247	243.6	1.5349	2.5	34%	0	0	0
famous_Books	699.00	3	243.6	1.5349	5	100%	0	0	0
Santusti Enterprises	699.00	26	243.6	1.5349	4	81%	0	0	0
killer,sbooks	699.00	18	243.6	1.5349	5	100%	0	0	0
amazingbuy_	639.00	1	183.6	1.4032	5	100%	0	0	0
BW ENTERPRISES	545.00	44	89.6	1.1968	4	79%	0	0	0
BOOKKR	699.00	5	243.6	1.5349	3.5	60%	0	0	0
KK Books	655.00		199.6	1.4383			0	0	0
Books Cloud	660.00	1	204.6	1.4493	1	0%	0	0	0
Kushii Radiance Bookshop	665.00	63	209.6	1.4603	4.5	84%	0	0	0
A to Z Book House	699.00	1,275	243.6	1.5349	3	46%	0	0	0
SN Square	769.00	59	313.6	1.6886	4	75%	0	0	0
ReadAhead	629.00	213	173.6	1.3812	4	79%	0	0	0
Bookflow	629.10	3,100	173.7	1.3814	3.5	67%	0	0	0
Universal Books House	999.00	1	543.6	2.1937	5	100%	0	0	0
Bookswagon	1254.00	6,376	798.6	2.7536	4	70%	0	0	0
Sunrise Book store	1217.00	1,356	761.6	2.6724	3.5	61%	0	0	0
Sunrise Book store	1284.00	1,356	828.6	2.8195	3.5	61%	0	0	0
INFINITE BOOKS	2109.68	283	1654.28	4.6326	5	99%	0	0	0
