Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
FORT BOOK Distributors	325.00	7	0.0	1.0	4.5	100%	0	0	0
World500	407.00	3,248	82.0	1.2523	4	76%	0	0	0
Payal Books	350.00	657	25.0	1.0769	3	51%	0	0	1
Inetrade India	391.89	3,252	66.89	1.2058	4	75%	0	0	0
MK BOOKS INDIA	509.00	2,247	184.0	1.5662	2.5	34%	0	0	0
AskTech Books	451.00	2	126.0	1.3877	2.5	50%	0	0	0
Goodread Bookstore	539.00	579	214.0	1.6585	5	97%	1	0	0
ReadAhead	539.00	213	214.0	1.6585	4	79%	0	0	0
Bookflow	539.10	3,100	214.1	1.6588	3.5	67%	0	0	0
Skycart	500.00	479	175.0	1.5385	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	172.17	1.5298	4.5	91%	0	0	0
Santusti Enterprises	599.00	26	274.0	1.8431	4	81%	0	0	0
killer,sbooks	599.00	18	274.0	1.8431	5	100%	0	0	0
CrossWord Books	551.00	116	226.0	1.6954	5	95%	0	0	0
Amazing BookS	479.00	106	154.0	1.4738	3	54%	0	0	0
MEETA BOOKS	539.00	47	214.0	1.6585	2.5	36%	0	0	0
Book store01	599.00	11	274.0	1.8431	3	45%	0	0	0
BookInc	558.00	17	233.0	1.7169	4.5	94%	0	0	0
BOOKKR	599.00	5	274.0	1.8431	3.5	60%	0	0	0
Books-a-zillion	539.10	89	214.1	1.6588	4	82%	0	0	0
Ginni Books	619.55	9	294.55	1.9063	4.5	89%	0	0	0
Ambe Books	619.55	2	294.55	1.9063	3	50%	0	0	0
dealstar	743.00	6,596	418.0	2.2862	4.5	85%	0	0	0
S B T books	553.00	113	228.0	1.7015	4.5	88%	0	0	0
PKS RETAIL	854.00	4	529.0	2.6277	5	100%	0	0	0
Bookswagon	856.00	6,378	531.0	2.6338	4	70%	0	0	0
W S Retaill	553.00	34	228.0	1.7015	3.5	69%	0	0	0
Sunrise Book store	893.00	1,356	568.0	2.7477	3.5	61%	0	0	0
etohfa	2461.00	23	2136.0	7.5723	5	100%	0	0	0
D R	2496.00	12,168	2171.0	7.68	4	82%	0	0	0
ReadAhead	539.00	213	214.0	1.6585	4	79%	0	0	0
ScribbleGraffito	497.17	29	172.17	1.5298	4.5	91%	0	0	0
CrossWord Books	551.00	116	226.0	1.6954	5	95%	0	0	0
