Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	239.00	1,299,303	0.0	1.0	4.5	92%	1	1	1
Atlantic Publishers and Distributors	395.00	14,540	156.0	1.6527	4.5	94%	1	0	0
CNA Bookstore	290.00	477	51.0	1.2134	4.5	95%	0	0	0
Sunrise Book store	348.00	1,360	109.0	1.4561	3.5	61%	0	0	0
Books Tutorial	368.00	71	129.0	1.5397	4	73%	0	0	0
V5MARK	338.00	8	99.0	1.4142	4	75%	0	0	0
NS DISTRIBUTOR	395.00	7	156.0	1.6527	4	86%	0	0	0
RA Books	475.00	5	236.0	1.9874	4.5	100%	0	0	0
BOOK CENTRE	393.00	862	154.0	1.6444	4	81%	0	0	0
Books-a-zillion	395.00	89	156.0	1.6527	4	82%	0	0	0
BooksRaja	1453.00	171	1214.0	6.0795	4.5	85%	0	0	0
etohfa	8375.00	23	8136.0	35.0418	5	100%	0	0	0
