Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	999.00	1,299,236	0.0	1.0	4.5	92%	1	1	1
Repro Books-On-Demand	999.00	8,429	0.0	1.0	4.5	94%	1	0	0
ReproIndia	999.00	924	0.0	1.0	4	79%	0	0	0
Fast Media 2	1321.00	6,006	322.0	1.3223	4	72%	0	0	0
Atlantic Publishers and Distributors	2076.00	14,538	1077.0	2.0781	4.5	94%	0	0	0
Bookswagon	2071.00	6,382	1072.0	2.0731	4	70%	0	0	0
Bookswagon	2172.00	6,382	1173.0	2.1742	4	70%	0	0	0
Peacockbooks	2175.00	2,801	1176.0	2.1772	4.5	92%	0	0	0
Sunrise Book store	2329.00	1,358	1330.0	2.3313	3.5	61%	0	0	0
etohfa	4354.00	23	3355.0	4.3584	5	100%	0	0	0
Fast Media 2	2938.91	6,006	1939.91	2.9419	4	72%	0	0	0
