Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
B2A UK	4466.00	6,928	126.0	1.029	4.5	83%	0	0	1
Atlantic Publishers and Distributors	4340.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	4413.00	2,801	73.0	1.0168	4.5	92%	0	0	0
Atlantic Publishers and Distributors	4806.00	14,538	466.0	1.1074	4.5	94%	0	0	0
Bookswagon	4859.00	6,379	519.0	1.1196	4	70%	0	0	0
Bookswagon	4832.00	6,379	492.0	1.1134	4	70%	0	0	0
Bookswagon	4918.00	6,379	578.0	1.1332	4	70%	0	0	0
Sunrise Book store	4746.00	1,356	406.0	1.0935	3.5	61%	0	0	0
Sunrise Book store	4801.00	1,356	461.0	1.1062	3.5	61%	0	0	0
Sunrise Book store	5328.00	1,356	988.0	1.2276	3.5	61%	0	0	0
Bookswagon	4920.00	6,379	580.0	1.1336	4	70%	0	0	0
