Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	786.00	2,248	92.0	1.1326	2.5	34%	0	0	0
Cloudtail India	798.00	1,299,261	104.0	1.1499	4.5	92%	1	1	1
Trans Infopreneur Inc	799.00	218	105.0	1.1513	4.5	94%	1	0	0
Sunrise Book store	694.00	1,358	0.0	1.0	3.5	61%	0	0	0
Inetrade India	770.14	3,254	76.14	1.1097	4	75%	0	0	0
Comma365	823.00	2,242	129.0	1.1859	4.5	95%	0	0	0
All India Book House	875.00	2,957	181.0	1.2608	4.5	93%	1	0	0
radhika A communication	834.00	29	140.0	1.2017	4	77%	0	0	0
AksharAA	875.00	402	181.0	1.2608	4.5	88%	0	0	0
Books-a-zillion	925.00	89	231.0	1.3329	4	82%	0	0	0
Trans Infopreneur Inc	800.00	218	106.0	1.1527	4.5	94%	0	0	0
