Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	468.00	3,270	0.0	1.0	4	76%	0	0	0
Cloudtail India	487.00	1,299,271	19.0	1.0406	4.5	92%	1	1	1
Amazing_Buy	488.00	17,789	20.0	1.0427	4.5	95%	1	0	0
ApnaBazzar	488.00	49	20.0	1.0427	3.5	63%	0	0	0
Buy Amazing Books	489.00	3,557	21.0	1.0449	3	51%	0	0	0
uRead-Store	509.00	25,145	41.0	1.0876	4.5	92%	1	0	0
PKS RETAIL	521.00	4	53.0	1.1132	5	100%	0	0	0
Crossword Bookstores Ltd	559.00	2,475	91.0	1.1944	4	74%	0	0	0
Mumbai gift corner	573.00	720	105.0	1.2244	4.5	89%	0	0	0
R-our Book	524.00	1,305	56.0	1.1197	4	77%	0	0	0
Bookswagon	509.00	6,387	41.0	1.0876	4	70%	0	0	0
RSONS	517.00	481	49.0	1.1047	4.5	84%	0	0	0
O_Store	510.27	593	42.27	1.0903	4.5	87%	0	0	0
MK BOOKS INDIA	594.00	2,248	126.0	1.2692	2.5	34%	0	0	0
MONOBO BOOKS	510.00	117	42.0	1.0897	4.5	86%	0	0	0
Inetrade India	521.48	3,254	53.48	1.1143	4	75%	0	0	0
Bookflow	608.13	3,100	140.13	1.2994	3.5	68%	0	0	0
Comma365	576.00	2,242	108.0	1.2308	4.5	95%	0	0	0
Randomindia	538.00	9	70.0	1.1496	3.5	67%	0	0	0
ABRB	629.00	60	161.0	1.344	4	82%	0	0	0
BW ENTERPRISES	539.00	44	71.0	1.1517	4	79%	0	0	0
The Bookhive	559.20	43	91.2	1.1949	4	80%	0	0	0
BooksRaja	535.00	171	67.0	1.1432	4.5	85%	0	0	0
Suryan Books	559.00	39	91.0	1.1944	4.5	95%	0	0	0
SRBOOKWORLD	639.00	404	171.0	1.3654	4.5	93%	0	0	0
fairdealenterprise	524.25	45	56.25	1.1202	2	25%	0	0	0
DilliDukan	573.00	5	105.0	1.2244	5	100%	0	0	0
W S Retaill	645.00	34	177.0	1.3782	3.5	68%	0	0	0
Sunrise Book store	521.00	1,359	53.0	1.1132	3.5	61%	0	0	0
S B T books	650.00	113	182.0	1.3889	4.5	88%	0	0	0
Booknow	545.00	898	77.0	1.1645	4	80%	0	0	0
ScribbleGraffito	573.18	29	105.18	1.2247	4.5	91%	0	0	0
Skycart	580.00	479	112.0	1.2393	4.5	90%	0	0	0
HERITAGE PUBLISHERS	657.00	783	189.0	1.4038	4.5	94%	0	0	0
Payal Books	559.00	657	91.0	1.1944	3	51%	0	0	0
Booksmandi	560.00	2,531	92.0	1.1966	4.5	89%	0	0	0
Suraj Trading - Express Delivery	568.00	48	100.0	1.2137	3	53%	0	0	0
Wish Your Book	587.16		119.16	1.2546			0	0	0
Resource book store	594.00	1	126.0	1.2692	5	100%	0	0	0
BSK Book	659.00	160	191.0	1.4081	3.5	61%	0	0	0
Abhinav Books Store	615.12	60	147.12	1.3144	3	53%	0	0	0
CrossWord Books	643.00	116	175.0	1.3739	5	95%	0	0	0
BOOK RADAR	615.00	295	147.0	1.3141	3.5	63%	0	0	0
BookInc	630.00	17	162.0	1.3462	4.5	94%	0	0	0
Winmaarc	705.00	118	237.0	1.5064	3.5	68%	0	0	0
Book store01	679.00	14	211.0	1.4509	3.5	57%	0	0	0
Books-a-zillion	629.10	89	161.1	1.3442	4	82%	0	0	0
BOOKKR	699.00	5	231.0	1.4936	3.5	60%	0	0	0
Kushii Radiance Bookshop	665.00	63	197.0	1.4209	4.5	84%	0	0	0
SansRack	699.00	1,051	231.0	1.4936	4.5	94%	0	0	0
Bookflow	608.13	3,100	140.13	1.2994	3.5	68%	0	0	0
The Bookhive	559.20	43	91.2	1.1949	4	80%	0	0	0
BW ENTERPRISES	545.00	44	77.0	1.1645	4	79%	0	0	0
W S Retaill	645.00	34	177.0	1.3782	3.5	68%	0	0	0
ScribbleGraffito	573.18	29	105.18	1.2247	4.5	91%	0	0	0
HERITAGE PUBLISHERS	664.00	783	196.0	1.4188	4.5	94%	0	0	0
A to Z Book House	699.00	1,275	231.0	1.4936	3	46%	0	0	0
Ginni Books	705.70	9	237.7	1.5079	4.5	89%	0	0	0
SAI BOOKS	692.00	181	224.0	1.4786	3	46%	0	0	0
amazingbuy_	899.00	1	431.0	1.9209	5	100%	0	0	0
Bookflow	629.10	3,100	161.1	1.3442	3.5	68%	0	0	0
ScribbleGraffito	580.17	29	112.17	1.2397	4.5	91%	0	0	0
Sunrise Book store	542.00	1,359	74.0	1.1581	3.5	61%	0	0	0
CrossWord Books	643.00	116	175.0	1.3739	5	95%	0	0	0
Abhinav Books Store	629.10	60	161.1	1.3442	3	53%	0	0	0
Books-a-zillion	629.10	89	161.1	1.3442	4	82%	0	0	0
SAI BOOKS	692.00	181	224.0	1.4786	3	46%	0	0	0
