Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Buy Amazing Books	271.00	3,558	0.0	1.0	3	51%	0	0	0
World500	271.00	3,277	0.0	1.0	4	76%	0	0	0
Inetrade India	272.04	3,256	1.04	1.0038	4	75%	0	0	0
Bookflow	347.13	3,100	76.13	1.2809	3.5	68%	0	0	0
Goodread Bookstore	379.00	579	108.0	1.3985	5	97%	1	0	1
Essay Shopping Malls	380.00	52	109.0	1.4022	4	75%	0	0	0
MK BOOKS INDIA	399.00	2,249	128.0	1.4723	2.5	34%	0	0	0
Skycart	331.00	479	60.0	1.2214	4.5	90%	0	0	0
ScribbleGraffito	331.17	29	60.17	1.222	4.5	91%	0	0	0
Booknow	311.00	898	40.0	1.1476	4	80%	0	0	0
Bookflow	359.10	3,100	88.1	1.3251	3.5	68%	0	0	0
Venture360	379.00	25	108.0	1.3985	3	52%	0	0	0
dealstar	474.00	6,601	203.0	1.7491	4.5	85%	0	0	0
A to Z Book House	399.00	1,275	128.0	1.4723	3	45%	0	0	0
Atlantic Publishers and Distributors	610.00	14,540	339.0	2.2509	4.5	94%	0	0	0
Peacockbooks	665.00	2,801	394.0	2.4539	4.5	92%	0	0	0
Bookswagon	724.00	6,387	453.0	2.6716	4	70%	0	0	0
Sunrise Book store	753.00	1,359	482.0	2.7786	3.5	61%	0	0	0
Sunrise Book store	719.00	1,359	448.0	2.6531	3.5	61%	0	0	0
B2A UK	1043.00	6,928	772.0	3.8487	4.5	83%	0	0	0
