Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	3985.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	4059.00	2,801	74.0	1.0186	4.5	92%	0	0	0
Bookswagon	4500.00	6,382	515.0	1.1292	4	70%	0	0	0
Sunrise Book store	4417.00	1,358	432.0	1.1084	3.5	61%	0	0	0
Cloudtail India	4699.00	1,299,238	714.0	1.1792	4.5	92%	1	1	1
Sunrise Book store	4512.00	1,358	527.0	1.1322	3.5	61%	0	0	0
Sunrise Book store	4843.00	1,358	858.0	1.2153	3.5	61%	0	0	0
Bookswagon	5175.00	6,382	1190.0	1.2986	4	70%	0	0	0
Atlantic Publishers and Distributors	5390.00	14,538	1405.0	1.3526	4.5	94%	0	0	0
Fast Media 2	5571.61	6,006	1586.61	1.3981	4	72%	0	0	0
