Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	395.00	1,528	3.11	1.0079	3.5	67%	0	0	0
World500	401.00	3,267	9.11	1.0232	4	76%	0	0	0
Amazing_Buy	445.00	17,787	53.11	1.1355	4.5	95%	1	0	1
uRead-Store	445.00	25,138	53.11	1.1355	4.5	92%	1	0	0
Inetrade India	391.89	3,254	0.0	1.0	4	75%	0	0	0
SEGMENT BOOKS	479.20	155	87.31	1.2228	3.5	64%	0	0	0
R-our Book	449.00	1,304	57.11	1.1457	4	77%	0	0	0
MK BOOKS INDIA	509.00	2,247	117.11	1.2988	2.5	34%	0	0	0
Sri Ganesha Books	431.00	382	39.11	1.0998	4	82%	0	0	0
FOUNTAINHEAD	431.00	98	39.11	1.0998	4.5	91%	0	0	0
A Mind's Bookstore	437.00	1,409	45.11	1.1151	4.5	89%	0	0	0
ReadAhead	539.00	213	147.11	1.3754	4	79%	0	0	0
Royal500	546.00	882	154.11	1.3932	4.5	92%	0	0	0
SBM Enterprises	461.23	48	69.34	1.1769	4	75%	0	0	0
Mumbai gift corner	569.00	720	177.11	1.4519	4.5	89%	0	0	0
Booknow	467.00	898	75.11	1.1917	4	80%	0	0	0
Skycart	500.00	479	108.11	1.2759	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	105.28	1.2686	4.5	91%	0	0	0
Buy Amazing Books	599.00	3,555	207.11	1.5285	3	51%	0	0	0
Abhinav Books Store	551.00	60	159.11	1.406	3	53%	0	0	0
ReadAhead	539.00	213	147.11	1.3754	4	79%	0	0	0
A to Z Book House	599.00	1,275	207.11	1.5285	3	46%	0	0	0
Special Library	665.00	57	273.11	1.6969	4	74%	0	0	0
fairdealenterprise	599.00	44	207.11	1.5285	2	27%	0	0	0
Bookswagon	1328.00	6,382	936.11	3.3887	4	70%	0	0	0
Bookswagon	1326.00	6,382	934.11	3.3836	4	70%	0	0	0
Sunrise Book store	1379.00	1,358	987.11	3.5188	3.5	61%	0	0	0
Sunrise Book store	1290.00	1,358	898.11	3.2917	3.5	61%	0	0	0
B2A UK	1573.00	6,928	1181.11	4.0139	4.5	83%	0	0	0
etohfa	2679.00	23	2287.11	6.8361	5	100%	0	0	0
Bookswagon	1326.00	6,382	934.11	3.3836	4	70%	0	0	0
Sunrise Book store	1293.00	1,358	901.11	3.2994	3.5	61%	0	0	0
Bookswagon	1519.00	6,382	1127.11	3.8761	4	70%	0	0	0
Sunrise Book store	1520.00	1,358	1128.11	3.8786	3.5	61%	0	0	0
