Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Kozzy Books	599.00	6	0.0	1.0	5	100%	0	0	0
Aryas Enterprises	810.00	30	211.0	1.3523	3	50%	0	0	0
bharath-A2JUYUQKB3K4XQ	900.00		301.0	1.5025			0	0	0
Cloudtail India	910.00	1,299,184	311.0	1.5192	4.5	92%	1	1	1
Mittal Books India	911.00	15,728	312.0	1.5209	4.5	95%	1	0	0
Nikkamme	835.00	6	236.0	1.394	3	50%	0	0	0
Kozzy Books	795.00	6	196.0	1.3272	5	100%	0	0	0
ReaderBooks	849.00	441	250.0	1.4174	4	72%	0	0	0
Technical Book	750.00	53	151.0	1.2521	3.5	62%	0	0	0
uRead-Store	951.00	25,134	352.0	1.5876	4.5	92%	1	0	0
Laxmibooks	999.00		400.0	1.6678			0	0	0
All India Book House	1000.00	2,957	401.0	1.6694	4.5	93%	1	0	0
PADMA BOOK HOUSE	1040.00	24	441.0	1.7362	3.5	71%	1	0	0
Rama BOOKS	881.16	6	282.16	1.4711	3.5	67%	0	0	0
MK BOOKS INDIA	1049.00	2,247	450.0	1.7513	2.5	34%	0	0	0
Tbcdelhi	944.00	35	345.0	1.576	3.5	74%	0	0	0
Darth Vader	951.00	61	352.0	1.5876	4	77%	0	0	0
Sunrise Book store	886.00	1,357	287.0	1.4791	3.5	61%	0	0	0
Saibookdepot	1000.00	43	401.0	1.6694	3	44%	0	0	0
radhika A communication	996.00	29	397.0	1.6628	4	78%	0	0	0
ONLINE SHOPPING NOW EASY	999.00	184	400.0	1.6678	4	72%	0	0	0
BooksRaja	965.00	171	366.0	1.611	4.5	85%	0	0	0
localhost24x7	990.00	28	391.0	1.6528	4.5	96%	0	0	0
Kushii Radiance Bookshop	997.00	63	398.0	1.6644	4.5	84%	0	0	0
BOOK CENTRE	1052.00	862	453.0	1.7563	4	81%	0	0	0
chaudhary book store	1049.00	1	450.0	1.7513	5	100%	0	0	0
Books-a-zillion	1049.00	89	450.0	1.7513	4	82%	0	0	0
Raaj Book Point	1040.00	5	441.0	1.7362	5	100%	0	0	0
Bookswagon	991.00	6,382	392.0	1.6544	4	70%	0	0	0
Booksmandi	1049.00	2,531	450.0	1.7513	4.5	89%	0	0	0
ALL INDIA BOOK STORE	1111.00	9	512.0	1.8548	3.5	67%	0	0	0
SAI BOOKS	1038.00	181	439.0	1.7329	3	46%	0	0	0
Ebookstore	1262.00	522	663.0	2.1068	4.5	85%	0	0	0
famous_Books	1299.00	3	700.0	2.1686	5	100%	0	0	0
Book eHub	1308.00	32	709.0	2.1836	4	74%	0	0	0
ASIAN TREASURES	1339.00	18	740.0	2.2354	4.5	94%	0	0	0
The Grand_Store	1160.00	10	561.0	1.9366	3	50%	0	0	0
Speedy_Books	1632.00	489	1033.0	2.7245	4.5	80%	0	0	0
Universal Books House	1786.00	1	1187.0	2.9816	5	100%	0	0	0
BT BOOK	1510.00		911.0	2.5209			0	0	0
ReaderBooks	950.00	441	351.0	1.586	4	72%	0	0	0
Sunrise Book store	910.00	1,357	311.0	1.5192	3.5	61%	0	0	0
BooksRaja	965.00	171	366.0	1.611	4.5	85%	0	0	0
Books-a-zillion	1049.00	89	450.0	1.7513	4	82%	0	0	0
Sunrise Book store	966.00	1,357	367.0	1.6127	3.5	61%	0	0	0
SAI BOOKS	1038.00	181	439.0	1.7329	3	46%	0	0	0
BT BOOK	1510.00		911.0	2.5209			0	0	0
Books-a-zillion	1049.00	89	450.0	1.7513	4	82%	0	0	0
