Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	488.00	17,781	0.0	1.0	4.5	95%	1	0	1
uRead-Store	506.00	25,127	18.0	1.0369	4.5	92%	1	0	0
Repro Books-On-Demand	573.00	8,424	85.0	1.1742	4.5	94%	1	0	0
Goodread Bookstore	601.00	579	113.0	1.2316	5	97%	1	0	0
Bookflow	608.13	3,100	120.13	1.2462	3.5	67%	0	0	0
Skycart	580.00	479	92.0	1.1885	4.5	90%	0	0	0
RSONS	581.00	481	93.0	1.1906	4.5	84%	0	0	0
Sunrise Book store	542.00	1,356	54.0	1.1107	3.5	61%	0	0	0
Books-a-zillion	629.10	89	141.1	1.2891	4	82%	0	0	0
ReproIndia	699.00	924	211.0	1.4324	4	79%	0	0	0
Bookflow	629.10	3,100	141.1	1.2891	3.5	67%	0	0	0
A to Z Book House	699.00	1,275	211.0	1.4324	3	46%	0	0	0
Books-a-zillion	699.00	89	211.0	1.4324	4	82%	0	0	0
