Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	401.00	3,268	2.0	1.005	4	76%	0	0	0
Amazing_Buy	405.00	17,787	6.0	1.015	4.5	95%	1	0	0
uRead-Store	405.00	25,136	6.0	1.015	4.5	92%	1	0	1
PKS RETAIL	406.00	4	7.0	1.0175	5	100%	0	0	0
Buy Amazing Books	419.00	3,554	20.0	1.0501	3	51%	0	0	0
ApnaBazzar	436.00	49	37.0	1.0927	3.5	63%	0	0	0
somsebooks	449.00		50.0	1.1253			0	0	0
Book,stage	479.00		80.0	1.2005			0	0	0
BOOKFACTRY	479.00	1	80.0	1.2005	5	100%	0	0	0
BooksStation	479.00		80.0	1.2005			0	0	0
Crossword Bookstores Ltd	480.00	2,475	81.0	1.203	4	74%	0	0	0
Bookswale Hyderabad	399.00	78	0.0	1.0	3	43%	0	0	0
MK BOOKS INDIA	509.00	2,247	110.0	1.2757	2.5	34%	0	0	0
FOUNTAINHEAD	431.00	98	32.0	1.0802	4.5	91%	0	0	0
Sri Ganesha Books	431.00	382	32.0	1.0802	4	82%	0	0	0
A Mind's Bookstore	437.00	1,409	38.0	1.0952	4.5	89%	0	0	0
AskTech Books	451.00	2	52.0	1.1303	2.5	50%	0	0	0
Mumbai gift corner	519.00	720	120.0	1.3008	4.5	89%	0	0	0
Inetrade India	456.07	3,253	57.07	1.143	4	75%	0	0	0
O_Store	449.25	593	50.25	1.1259	4.5	87%	0	0	0
SBM Enterprises	443.26	48	44.26	1.1109	4	75%	0	0	0
Goodread Bookstore	539.00	579	140.0	1.3509	5	97%	1	0	0
Book Selection Centre	449.00	136	50.0	1.1253	4.5	96%	0	0	0
ReadAhead	539.00	213	140.0	1.3509	4	79%	0	0	0
Bookflow	539.10	3,100	140.1	1.3511	3.5	68%	0	0	0
Comma365	505.00	2,242	106.0	1.2657	4.5	95%	0	0	0
fairdealenterprise	461.23	44	62.23	1.156	2	27%	0	0	0
W S Retaill	553.00	34	154.0	1.386	3.5	68%	0	0	0
S B T books	553.00	113	154.0	1.386	4.5	88%	0	0	0
The Bookhive	479.20	43	80.2	1.201	4	80%	0	0	0
BW ENTERPRISES	467.00	44	68.0	1.1704	4	79%	0	0	0
HERITAGE PUBLISHERS	569.00	783	170.0	1.4261	4.5	94%	0	0	0
Booknow	467.00	898	68.0	1.1704	4	80%	0	0	0
BooksRaja	474.00	171	75.0	1.188	4.5	85%	0	0	0
Skycart	500.00	479	101.0	1.2531	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	98.17	1.246	4.5	91%	0	0	0
Sunrise Book store	458.00	1,358	59.0	1.1479	3.5	61%	0	0	0
Booksmandi	480.00	2,531	81.0	1.203	4.5	89%	0	0	0
Book store01	554.00	14	155.0	1.3885	3.5	57%	0	0	0
Browsers' Lounge	509.15	122	110.15	1.2761	4.5	96%	0	0	0
BSK Book	564.00	160	165.0	1.4135	3.5	61%	0	0	0
Santusti Enterprises	599.00	26	200.0	1.5013	4	81%	0	0	0
CrossWord Books	551.00	116	152.0	1.381	5	95%	0	0	0
Amazing BookS	479.00	106	80.0	1.2005	3	54%	0	0	0
BookInc	558.00	17	159.0	1.3985	4.5	94%	0	0	0
Venture360	569.00	25	170.0	1.4261	3	52%	0	0	0
BOOKKR	599.00	5	200.0	1.5013	3.5	60%	0	0	0
Books-a-zillion	539.10	89	140.1	1.3511	4	82%	0	0	0
Kushii Radiance Bookshop	570.00	63	171.0	1.4286	4.5	84%	0	0	0
A to Z Book House	599.00	1,275	200.0	1.5013	3	46%	0	0	0
Bookflow	539.10	3,100	140.1	1.3511	3.5	68%	0	0	0
ROSHAN COLLECTION	670.92		271.92	1.6815			0	0	0
SAI BOOKS	593.00	181	194.0	1.4862	3	46%	0	0	0
