Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MK BOOKS INDIA	509.00	2,245	58.0	1.1286	2.5	34%	0	0	0
AskTech Books	451.00	2	0.0	1.0	2.5	50%	0	0	0
Inetrade India	456.07	3,249	5.07	1.0112	4	75%	0	0	0
Comma365	505.00	2,242	54.0	1.1197	4.5	95%	0	0	0
The Bookhive	479.20	43	28.2	1.0625	4	80%	0	0	0
BW ENTERPRISES	462.00	44	11.0	1.0244	4	79%	0	0	0
Future Compass	479.00	32	28.0	1.0621	4.5	93%	0	0	0
Goodread Bookstore	569.00	579	118.0	1.2616	5	97%	1	0	1
Booknow	467.00	898	16.0	1.0355	4	80%	0	0	0
Booksmandi	480.00	2,530	29.0	1.0643	4.5	89%	0	0	0
Kushii Radiance Bookshop	510.00	63	59.0	1.1308	4.5	84%	0	0	0
Abhinav Books Store	551.00	60	100.0	1.2217	3	54%	0	0	0
Rajiv Book House	520.00	371	69.0	1.153	4.5	93%	0	0	0
Bookshastag	800.00	75	349.0	1.7738	4.5	83%	0	0	0
Atlantic Publishers and Distributors	761.00	14,537	310.0	1.6874	4.5	94%	0	0	0
Peacockbooks	839.00	2,800	388.0	1.8603	4.5	92%	0	0	0
Bookswagon	918.00	6,375	467.0	2.0355	4	70%	0	0	0
Bookswagon	922.00	6,375	471.0	2.0443	4	70%	0	0	0
Sunrise Book store	844.00	1,356	393.0	1.8714	3.5	61%	0	0	0
Sunrise Book store	909.00	1,356	458.0	2.0155	3.5	61%	0	0	0
