Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	154.00	17,789	0.0	1.0	4.5	95%	1	0	0
Cloudtail India	154.00	1,299,297	0.0	1.0	4.5	92%	1	1	1
uRead-Store	154.95	25,154	0.95	1.0062	4.5	92%	1	0	0
aspire india	225.00	332	71.0	1.461	4	72%	1	0	0
Manav Books	225.00	1,856	71.0	1.461	4	77%	1	0	0
Crossword Bookstores Ltd	180.00	2,475	26.0	1.1688	4	74%	0	0	0
Goodread Bookstore	180.00	579	26.0	1.1688	5	97%	0	0	0
RSONS	187.00	481	33.0	1.2143	4.5	84%	0	0	0
Skycart	202.00	479	48.0	1.3117	4.5	90%	0	0	0
Books-a-zillion	213.75	89	59.75	1.388	4	82%	0	0	0
aspire india	180.00	332	26.0	1.1688	4	72%	0	0	0
BOOK CENTRE	231.00	862	77.0	1.5	4	81%	0	0	0
A to Z Book House	225.00	1,275	71.0	1.461	3	45%	0	0	0
Books-a-zillion	225.00	89	71.0	1.461	4	82%	0	0	0
