Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	407.00	3,319	0.0	1.0	4	76%	0	0	0
A Mind's Bookstore	437.00	1,409	30.0	1.0737	4.5	89%	0	0	0
Royal500	531.00	888	124.0	1.3047	4.5	92%	0	0	0
Inetrade India	456.07	3,257	49.07	1.1206	4	75%	0	0	0
SBM Enterprises	443.26	48	36.26	1.0891	4	75%	0	0	0
uRead-Store	539.00	25,156	132.0	1.3243	4.5	92%	1	0	1
Goodread Bookstore	539.00	579	132.0	1.3243	5	97%	1	0	0
pigloo house	539.00	1	132.0	1.3243	5	100%	0	0	0
Book Selection Centre	449.00	136	42.0	1.1032	4.5	96%	0	0	0
Comma365	505.00	2,242	98.0	1.2408	4.5	95%	0	0	0
The Bookhive	479.20	43	72.2	1.1774	4	80%	0	0	0
BW ENTERPRISES	467.00	44	60.0	1.1474	4	79%	0	0	0
Mumbai gift corner	569.00	728	162.0	1.398	4.5	90%	0	0	0
Booksmandi	480.00	2,531	73.0	1.1794	4.5	89%	0	0	0
Suraj Trading - Express Delivery	487.00	48	80.0	1.1966	3	53%	0	0	0
BSK Book	564.00	160	157.0	1.3857	3.5	60%	0	0	0
Buy Amazing Books	599.00	3,570	192.0	1.4717	3	52%	0	0	0
Buy24*7	599.00	19	192.0	1.4717	4.5	89%	0	0	0
CrossWord Books	551.00	116	144.0	1.3538	5	95%	0	0	0
Shreeganesh16	531.00	27	124.0	1.3047	4.5	83%	0	0	0
Book store01	579.00	14	172.0	1.4226	3.5	57%	0	0	0
BookInc	540.00	17	133.0	1.3268	4.5	94%	0	0	0
BookAdda	551.00	365	144.0	1.3538	3	46%	0	0	0
Abhinav Books Store	539.10	60	132.1	1.3246	3	53%	0	0	0
BOOKKR	599.00	5	192.0	1.4717	3.5	60%	0	0	0
Browsers' Lounge	576.00	122	169.0	1.4152	4.5	96%	0	0	0
S B T books	557.00	113	150.0	1.3686	4.5	88%	0	0	0
W S Retaill	553.00	34	146.0	1.3587	3.5	68%	0	0	0
A to Z Book House	599.00	1,276	192.0	1.4717	3	44%	0	0	0
Ambe Books	619.55	2	212.55	1.5222	3	50%	0	0	0
BSK Book	564.00	160	157.0	1.3857	3.5	60%	0	0	0
CrossWord Books	551.00	116	144.0	1.3538	5	95%	0	0	0
Ginni Books	619.62	9	212.62	1.5224	4.5	89%	0	0	0
PKS RETAIL	802.00	4	395.0	1.9705	5	100%	0	0	0
Bookswagon	1174.00	6,389	767.0	2.8845	4	70%	0	0	0
Sunrise Book store	1266.00	1,360	859.0	3.1106	3.5	61%	0	0	0
Sunrise Book store	1154.00	1,360	747.0	2.8354	3.5	61%	0	0	0
