Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	682.00	14,540	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	737.00	2,801	55.0	1.0806	4.5	92%	0	0	0
Bookswagon	800.00	6,387	118.0	1.173	4	70%	0	0	0
Cloudtail India	865.00	1,299,287	183.0	1.2683	4.5	92%	1	1	1
Sunrise Book store	885.00	1,359	203.0	1.2977	3.5	61%	0	0	0
B2A UK	1200.00	6,928	518.0	1.7595	4.5	83%	0	0	0
INFINITE BOOKS	1242.65	288	560.65	1.8221	5	99%	0	0	0
JustBuyBooks	1225.00	26	543.0	1.7962	3.5	69%	0	0	0
ASIA BOOK POINT	1326.00	20	644.0	1.9443	3.5	60%	0	0	0
Fast Media 2	1821.21	6,006	1139.21	2.6704	4	72%	0	0	0
Bookswagon	916.00	6,387	234.0	1.3431	4	70%	0	0	0
Bookswagon	942.00	6,387	260.0	1.3812	4	70%	0	0	0
Bookswagon	940.00	6,387	258.0	1.3783	4	70%	0	0	0
Atlantic Publishers and Distributors	971.00	14,540	289.0	1.4238	4.5	94%	0	0	0
Sunrise Book store	835.00	1,359	153.0	1.2243	3.5	61%	0	0	0
Sunrise Book store	919.00	1,359	237.0	1.3475	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1125.00	14,540	443.0	1.6496	4.5	94%	1	0	0
G G	1997.00	4,510	1315.0	2.9282	4.5	86%	0	0	0
etohfa	2136.00	23	1454.0	3.132	5	100%	0	0	0
Doonmac	2237.00		1555.0	3.2801			0	0	0
Bookswagon	940.00	6,387	258.0	1.3783	4	70%	0	0	0
Sunrise Book store	921.00	1,359	239.0	1.3504	3.5	61%	0	0	0
