Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Payal Books	340.00	657	0.0	1.0	3	52%	0	0	0
Cloudtail India	486.00	1,299,289	146.0	1.4294	4.5	92%	1	1	1
Mittal Books India	540.00	15,729	200.0	1.5882	4.5	95%	1	0	0
NBA BOOKS	599.00	23	259.0	1.7618	4	70%	0	0	0
Inetrade India	559.53	3,256	219.53	1.6457	4	75%	0	0	0
MK BOOKS INDIA	649.00	2,249	309.0	1.9088	2.5	34%	0	0	0
RFCB	655.00	8	315.0	1.9265	4.5	88%	0	0	0
O_Store	532.18	593	192.18	1.5652	4.5	87%	0	0	0
Technical Book	504.00	53	164.0	1.4824	3.5	62%	0	0	0
Sunrise Book store	583.00	1,359	243.0	1.7147	3.5	61%	0	0	0
BooksRaja	603.00	171	263.0	1.7735	4.5	85%	0	0	0
MANJU INTERNATIONAL	649.00	86	309.0	1.9088	4	79%	0	0	0
V5MARK	600.00	8	260.0	1.7647	4	75%	0	0	0
Ebookstore	740.00	522	400.0	2.1765	4.5	85%	0	0	0
Manila Books Services	649.00	13	309.0	1.9088	4.5	92%	0	0	0
Books-a-zillion	649.00	89	309.0	1.9088	4	82%	0	0	0
ASIAN TREASURES	816.00	18	476.0	2.4	4.5	94%	0	0	0
SAI BOOKS	642.00	181	302.0	1.8882	3	46%	0	0	0
Book eHub	977.00	32	637.0	2.8735	4	72%	0	0	0
Speedy_Books	1009.00	490	669.0	2.9676	4.5	81%	0	0	0
SAI BOOKS	642.00	181	302.0	1.8882	3	46%	0	0	0
