Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	627.00	25,138	22.0	1.0364	4.5	92%	1	0	1
Buy Amazing Books	629.00	3,555	24.0	1.0397	3	51%	0	0	0
mansion books	605.00	86	0.0	1.0	4.5	86%	0	0	0
Inetrade India	652.30	3,253	47.3	1.0782	4	75%	0	0	0
Sri Ganesha Books	647.00	382	42.0	1.0694	4	82%	0	0	0
FOUNTAINHEAD	647.00	98	42.0	1.0694	4.5	91%	0	0	0
Comma365	717.00	2,242	112.0	1.1851	4.5	95%	0	0	0
MK BOOKS INDIA	764.00	2,247	159.0	1.2628	2.5	34%	0	0	0
AskTech Books	682.00	2	77.0	1.1273	2.5	50%	0	0	0
A Mind's Bookstore	656.00	1,409	51.0	1.0843	4.5	89%	0	0	0
SBM Enterprises	683.24	48	78.24	1.1293	4	75%	0	0	0
Goodread Bookstore	791.00	579	186.0	1.3074	5	97%	1	0	0
The Bookhive	719.20	43	114.2	1.1888	4	80%	0	0	0
ReadAhead	809.00	213	204.0	1.3372	4	79%	0	0	0
Browsers' Lounge	719.20	122	114.2	1.1888	4.5	96%	0	0	0
Booksmandi	720.00	2,531	115.0	1.1901	4.5	89%	0	0	0
HERITAGE PUBLISHERS	854.00	783	249.0	1.4116	4.5	94%	0	0	0
CrossWord Books	827.00	116	222.0	1.3669	5	95%	0	0	0
Shreeganesh16	807.00	27	202.0	1.3339	4.5	83%	0	0	0
Amazing BookS	719.00	106	114.0	1.1884	3	54%	0	0	0
Starmark	809.10	2,139	204.1	1.3374	3.5	68%	0	0	0
BookAdda	818.00	365	213.0	1.3521	3	46%	0	0	0
killer,sbooks	899.00	18	294.0	1.486	5	100%	0	0	0
BookInc	837.00	17	232.0	1.3835	4.5	94%	0	0	0
BSK Book	889.00	160	284.0	1.4694	3.5	61%	0	0	0
Book store01	899.00	14	294.0	1.486	3.5	57%	0	0	0
BOOKKR	899.00	5	294.0	1.486	3.5	60%	0	0	0
S B T books	830.00	113	225.0	1.3719	4.5	88%	0	0	0
W S Retaill	830.00	34	225.0	1.3719	3.5	68%	0	0	0
A to Z Book House	899.00	1,275	294.0	1.486	3	46%	0	0	0
CrossWord Books	827.00	116	222.0	1.3669	5	95%	0	0	0
NEWLIGHT BOOK HOUSE	899.00	135	294.0	1.486	3.5	67%	0	0	0
Ambe Books	911.12	2	306.12	1.506	3	50%	0	0	0
Ginni Books	911.12	9	306.12	1.506	4.5	89%	0	0	0
SN Square	989.00	59	384.0	1.6347	4	75%	0	0	0
Bookswagon	1644.00	6,382	1039.0	2.7174	4	70%	0	0	0
Sunrise Book store	1709.00	1,358	1104.0	2.8248	3.5	61%	0	0	0
Sunrise Book store	1622.00	1,358	1017.0	2.681	3.5	61%	0	0	0
etohfa	5139.00	23	4534.0	8.4942	5	100%	0	0	0
