Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Universal Book Zone	220.00	272	0.0	1.0	4	73%	0	0	0
A P Book House	220.00		0.0	1.0			0	0	0
tallbooks	289.00	6	69.0	1.3136	3	50%	0	0	0
Sampath Vijaya Vinayaka	295.00	76	75.0	1.3409	4	74%	0	0	0
Bala Book Center	297.00	11	77.0	1.35	3	45%	0	0	0
DONE DEAL	299.00	327	79.0	1.3591	4.5	98%	0	0	0
STM Traders Pvt Ltd	306.00	1,278	86.0	1.3909	4.5	89%	1	0	0
J B Books Sellers & Distributors	260.00	770	40.0	1.1818	4	81%	0	0	0
Universal Book Zone	340.00	272	120.0	1.5455	4	73%	0	0	0
MAC Books	260.01	15	40.01	1.1819	3.5	60%	0	0	0
Fair N Frank Book Seller	280.00	148	60.0	1.2727	4	81%	0	0	0
Jawahar Book Centre	285.00	3,140	65.0	1.2955	4	76%	0	0	0
Yuvika Books House	350.00	13	130.0	1.5909	4.5	85%	0	0	0
star books trivandrum	300.00	84	80.0	1.3636	4	73%	0	0	0
HHH Books Shop	398.00	47	178.0	1.8091	3.5	62%	0	0	0
MADAAN BOOK COLLECTION	250.00	109	30.0	1.1364	4	86%	0	0	0
GB BOOK SHOP	340.00	21	120.0	1.5455	4	67%	0	0	0
NS Book Shop Old	345.00	45	125.0	1.5682	4	71%	0	0	0
SomethingCreative	300.00		80.0	1.3636			0	0	0
New Gen Book	480.00	9	260.0	2.1818	3.5	56%	0	0	0
GAURAV BOOKS CENTER	450.00	1,478	230.0	2.0455	3.5	58%	0	0	0
Shilpa books	349.00	19	129.0	1.5864	4	74%	0	0	0
Cloudtail India	571.00	1,299,285	351.0	2.5955	4.5	92%	1	1	0
Infinity Books- Fast Delivery	580.00	171	360.0	2.6364	3.5	66%	0	0	0
Manifest Services	499.00	2	279.0	2.2682	5	100%	0	0	0
ALL INDIA BOOK STORE	499.00	9	279.0	2.2682	3.5	67%	0	0	0
Sterling Book Centre	640.00	207	420.0	2.9091	4.5	93%	0	0	0
BOOKZILLA SALEM	610.00		390.0	2.7727			0	0	0
Sameer Book Depot	650.00	35	430.0	2.9545	3.5	58%	0	0	0
JB BOOK WORLD	725.00	7	505.0	3.2955	2.5	29%	0	0	0
Jaico Publishing House	855.00	1,006	635.0	3.8864	4.5	87%	1	0	0
ReaderBooks	854.00	442	634.0	3.8818	4	72%	0	0	0
Mittal Books India	977.00	15,729	757.0	4.4409	4.5	95%	1	0	0
Ebookstore	1017.00	522	797.0	4.6227	4.5	85%	0	0	0
Sunrise Book store	886.00	1,359	666.0	4.0273	3.5	61%	0	0	0
NBA BOOKS	1095.00	23	875.0	4.9773	4	70%	0	0	0
RFCB	1095.00	8	875.0	4.9773	4.5	88%	0	0	0
BookAdda	1049.00	365	829.0	4.7682	3	46%	0	0	0
Books-a-zillion	1049.00	89	829.0	4.7682	4	82%	0	0	0
uRead-Store	1161.00	25,151	941.0	5.2773	4.5	92%	1	0	0
Sampath Vijaya Vinayaka	319.00	76	99.0	1.45	4	74%	0	0	0
Sampath Vijaya Vinayaka	389.00	76	169.0	1.7682	4	74%	0	0	0
MADAAN BOOK COLLECTION	250.00	109	30.0	1.1364	4	86%	0	0	0
Ebookstore	1017.00	522	797.0	4.6227	4.5	85%	0	0	0
Book eHub	1234.00	32	1014.0	5.6091	4	72%	0	0	0
ReaderBooks	1370.00	442	1150.0	6.2273	4	72%	0	0	0
Payal Books	1499.00	657	1279.0	6.8136	3	51%	0	0	0
