Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Buy Amazing Books	271.00	3,554	0.0	1.0	3	51%	0	0	0
World500	271.00	3,268	0.0	1.0	4	76%	0	0	0
ABSSV BOOKS WORLD	299.00	25	28.0	1.1033	4	72%	0	0	0
uRead-Store	334.00	25,136	63.0	1.2325	4.5	92%	1	0	1
Goodread Bookstore	371.00	579	100.0	1.369	5	97%	1	0	0
Amazing_Buy	384.00	17,787	113.0	1.417	4.5	95%	1	0	0
The Bookhive	319.20	43	48.2	1.1779	4	80%	0	0	0
BOOKKR	399.00	5	128.0	1.4723	3.5	60%	0	0	0
BW ENTERPRISES	390.00	44	119.0	1.4391	4	79%	0	0	0
MK BOOKS INDIA	499.00	2,247	228.0	1.8413	2.5	34%	0	0	0
Booksmandi	400.00	2,531	129.0	1.476	4.5	89%	0	0	0
BookInc	465.00	17	194.0	1.7159	4.5	94%	0	0	0
Browsers' Lounge	477.00	122	206.0	1.7601	4.5	96%	0	0	0
Bookswagon	717.00	6,382	446.0	2.6458	4	70%	0	0	0
JustBuyBooks	744.00	26	473.0	2.7454	3.5	69%	0	0	0
Sunrise Book store	686.00	1,358	415.0	2.5314	3.5	61%	0	0	0
W S Retaill	462.00	34	191.0	1.7048	3.5	69%	0	0	0
Sunrise Book store	712.00	1,358	441.0	2.6273	3.5	61%	0	0	0
B2A UK	1118.00	6,928	847.0	4.1255	4.5	83%	0	0	0
Bookswagon	804.00	6,382	533.0	2.9668	4	70%	0	0	0
Bookswagon	946.00	6,382	675.0	3.4908	4	70%	0	0	0
Sunrise Book store	799.00	1,358	528.0	2.9483	3.5	61%	0	0	0
