Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	682.00	1,299,275	0.0	1.0	4.5	92%	1	1	1
ReadAhead	729.00	213	47.0	1.0689	4	79%	0	0	0
Atlantic Publishers and Distributors	789.00	14,540	107.0	1.1569	4.5	94%	0	0	0
Bookswagon	892.00	6,387	210.0	1.3079	4	70%	0	0	0
Peacockbooks	844.00	2,801	162.0	1.2375	4.5	92%	0	0	0
Sunrise Book store	871.00	1,359	189.0	1.2771	3.5	61%	0	0	0
D R	1624.00	12,169	942.0	2.3812	4	82%	0	0	0
SmartGlobal	1675.00	213	993.0	2.456	3	49%	0	0	0
Universal Books House	1555.00	1	873.0	2.2801	5	100%	0	0	0
Fast Media 2	1711.55	6,006	1029.55	2.5096	4	72%	0	0	0
Bookswagon	896.00	6,387	214.0	1.3138	4	70%	0	0	0
Atlantic Publishers and Distributors	927.00	14,540	245.0	1.3592	4.5	94%	0	0	0
Sunrise Book store	877.00	1,359	195.0	1.2859	3.5	61%	0	0	0
Sunrise Book store	1200.00	1,359	518.0	1.7595	3.5	61%	0	0	0
