Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	455.00	1,299,230	0.0	1.0	4.5	92%	1	1	1
Read factor	506.00	1,527	51.0	1.1121	3.5	67%	0	0	0
Inetrade India	477.77	3,253	22.77	1.05	4	75%	0	0	0
HSS TRADERS	549.00	43	94.0	1.2066	4	73%	0	0	0
Books-a-zillion	599.00	89	144.0	1.3165	4	82%	0	0	0
Atlantic Publishers and Distributors	798.00	14,538	343.0	1.7538	4.5	94%	0	0	0
Peacockbooks	854.00	2,801	399.0	1.8769	4.5	92%	0	0	0
B2A UK	1278.00	6,928	823.0	2.8088	4.5	83%	0	0	0
SmartGlobal	1842.00	212	1387.0	4.0484	3	50%	0	0	0
Fast Media 2	1919.06	6,005	1464.06	4.2177	4	72%	0	0	0
Atlantic Publishers and Distributors	1313.00	14,538	858.0	2.8857	4.5	94%	0	0	0
etohfa	2373.00	23	1918.0	5.2154	5	100%	0	0	0
