Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
City Books Online	595.00	88	0.0	1.0	4.5	93%	0	0	1
Atlantic Publishers and Distributors	1994.00	14,538	1399.0	3.3513	4.5	94%	0	0	0
Peacockbooks	2045.00	2,801	1450.0	3.437	4.5	92%	0	0	0
Bookswagon	2207.00	6,382	1612.0	3.7092	4	70%	0	0	0
T B	2058.97	64	1463.97	3.4605	4.5	93%	0	0	0
Sunrise Book store	2268.00	1,358	1673.0	3.8118	3.5	61%	0	0	0
B2A UK	2309.00	6,928	1714.0	3.8807	4.5	83%	0	0	0
INFINITE BOOKS	2812.33	287	2217.33	4.7266	5	99%	0	0	0
Repro Books-On-Demand	3139.00	8,429	2544.0	5.2756	4.5	94%	1	0	0
ReproIndia	3109.00	924	2514.0	5.2252	4	79%	0	0	0
Sunrise Book store	2192.00	1,358	1597.0	3.684	3.5	61%	0	0	0
Atlantic Publishers and Distributors	3362.00	14,538	2767.0	5.6504	4.5	94%	0	0	0
D R	3580.00	12,168	2985.0	6.0168	4	82%	0	0	0
Fast Media 2	3612.07	6,006	3017.07	6.0707	4	72%	0	0	0
