Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Simmra Book House	240.00	62	0.0	1.0	4.5	84%	0	0	0
professtional education products	289.00	12	49.0	1.2042	4.5	91%	0	0	0
Ganesh Book Studio	289.00		49.0	1.2042			0	0	0
P R Publishers & Distributors	320.00	11	80.0	1.3333	4	73%	1	0	0
Promonis Retails	320.00	7	80.0	1.3333	5	100%	1	0	1
ABSSV BOOKS WORLD	340.00	25	100.0	1.4167	4	72%	0	0	0
Inetrade India	326.48	3,256	86.48	1.3603	4	75%	0	0	0
MK BOOKS INDIA	424.00	2,249	184.0	1.7667	2.5	34%	0	0	0
RAINTREE	412.00		172.0	1.7167			0	0	0
Read factor	499.00	1,532	259.0	2.0792	3.5	67%	0	0	0
Best Price_	490.00	224	250.0	2.0417	4	82%	0	0	0
Browsers' Lounge	477.00	122	237.0	1.9875	4.5	96%	0	0	0
Education Centre	499.00	13	259.0	2.0792	2	23%	0	0	0
Payal Books	1799.00	657	1559.0	7.4958	3	52%	0	0	0
etohfa	2521.00	23	2281.0	10.5042	5	100%	0	0	0
