Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	552.87	25,158	75.0	1.1569	4.5	92%	1	0	1
Inetrade India	477.87	3,258	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	594.00	2,249	116.13	1.243	2.5	34%	0	0	0
ReadAhead	629.00	213	151.13	1.3163	4	79%	0	0	0
Bookflow	629.10	3,100	151.23	1.3165	3.5	68%	0	0	0
Books For All	679.00	314	201.13	1.4209	4	81%	1	0	0
Cloudtail India	693.00	1,299,326	215.13	1.4502	4.5	92%	1	1	0
Books Mela	655.00	65	177.13	1.3707	4.5	80%	0	0	0
Bookswagon	818.00	6,390	340.13	1.7118	4	70%	0	0	0
INFINITE BOOKS	959.47	291	481.6	2.0078	5	99%	0	0	0
Bookswagon	920.00	6,390	442.13	1.9252	4	70%	0	0	0
Bookswagon	978.00	6,390	500.13	2.0466	4	70%	0	0	0
Bookswagon	930.00	6,390	452.13	1.9461	4	70%	0	0	0
Sunrise Book store	813.00	1,360	335.13	1.7013	3.5	61%	0	0	0
Sunrise Book store	901.00	1,360	423.13	1.8855	3.5	61%	0	0	0
Sunrise Book store	956.00	1,360	478.13	2.0005	3.5	61%	0	0	0
Fast Media 2	1218.92	6,007	741.05	2.5507	4	72%	0	0	0
Sunrise Book store	1231.00	1,360	753.13	2.576	3.5	61%	0	0	0
Fast Media 2	1684.56	6,007	1206.69	3.5251	4	72%	0	0	0
