Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookshastag	240.00	75	1.0	1.0042	4.5	83%	0	0	1
MK BOOKS INDIA	299.00	2,247	60.0	1.251	2.5	34%	0	0	0
BOOKMARE	239.00	4	0.0	1.0	3.5	50%	0	0	0
The Bookhive	239.20	43	0.2	1.0008	4	80%	0	0	0
Skycart	254.00	479	15.0	1.0628	4.5	90%	0	0	0
BookAdda	266.00	365	27.0	1.113	3	46%	0	0	0
Booksmandi	252.00	2,531	13.0	1.0544	4.5	89%	0	0	0
Books-a-zillion	269.10	89	30.1	1.1259	4	82%	0	0	0
Kushii Radiance Bookshop	285.00	63	46.0	1.1925	4.5	84%	0	0	0
A to Z Book House	299.00	1,275	60.0	1.251	3	46%	0	0	0
PADMA BOOK HOUSE	299.00	24	60.0	1.251	3.5	71%	0	0	0
famous_Books	499.00	4	260.0	2.0879	4.5	75%	0	0	0
