Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Blue Sea Book House	185.00	4	0.0	1.0	4	75%	0	0	0
Bargain Book	291.00	266	106.0	1.573	4.5	98%	0	0	1
Read factor	297.00	1,544	112.0	1.6054	3.5	67%	0	0	0
World500	306.00	3,319	121.0	1.6541	4	76%	0	0	0
uRead-Store	327.00	25,156	142.0	1.7676	4.5	92%	1	0	0
Amazing_Buy	327.00	17,790	142.0	1.7676	4.5	95%	1	0	0
ABRB	355.00	60	170.0	1.9189	4	82%	0	0	0
Inetrade India	294.43	3,257	109.43	1.5915	4	75%	0	0	0
World Publishing	310.00	319	125.0	1.6757	4.5	87%	0	0	0
RSONS	338.00	481	153.0	1.827	4.5	84%	0	0	0
Exclusive online books	338.00	165	153.0	1.827	3.5	67%	0	0	0
O_Store	351.00	593	166.0	1.8973	4.5	87%	0	0	0
The Bookhive	360.00	43	175.0	1.9459	4	80%	0	0	0
BOOKS BAZAR	342.00	335	157.0	1.8486	4	81%	0	0	0
Skycart	373.00	479	188.0	2.0162	4.5	90%	0	0	0
RA Books	450.00	5	265.0	2.4324	4.5	100%	0	0	0
ApnaBazzar	450.00	50	265.0	2.4324	3.5	62%	0	0	0
Royal500	450.00	888	265.0	2.4324	4.5	92%	0	0	0
Booknow	351.00	898	166.0	1.8973	4	80%	0	0	0
JAYA	380.00	14	195.0	2.0541	4	71%	0	0	0
CrossWord Books	414.00	116	229.0	2.2378	5	95%	0	0	0
BSK Book	440.00	160	255.0	2.3784	3.5	60%	0	0	0
Abhinav Books Store	414.00	60	229.0	2.2378	3	53%	0	0	0
BOOK RADAR	396.00	295	211.0	2.1405	3.5	63%	0	0	0
Shreeganesh16	408.00	27	223.0	2.2054	4.5	83%	0	0	0
S B T books	419.00	113	234.0	2.2649	4.5	88%	0	0	0
W S Retaill	415.00	34	230.0	2.2432	3.5	68%	0	0	0
BOOKKR	450.00	5	265.0	2.4324	3.5	60%	0	0	0
BookAdda	414.00	365	229.0	2.2378	3	46%	0	0	0
Nanhi Shop	398.00	53	213.0	2.1514	3	51%	0	0	0
Book store01	480.00	14	295.0	2.5946	3.5	57%	0	0	0
BOOK CENTRE	425.00	862	240.0	2.2973	4	81%	0	0	0
CNA Bookstore	405.00	477	220.0	2.1892	4.5	95%	0	0	0
A to Z Book House	450.00	1,276	265.0	2.4324	3	44%	0	0	0
Booksmandi	450.00	2,531	265.0	2.4324	4.5	89%	0	0	0
VNSstores	450.00	33	265.0	2.4324	3.5	61%	0	0	0
Books-a-zillion	450.00	89	265.0	2.4324	4	82%	0	0	0
SAI BOOKS	445.00	181	260.0	2.4054	3	46%	0	0	0
Bookswagon	835.00	6,389	650.0	4.5135	4	70%	0	0	0
Sunrise Book store	873.00	1,360	688.0	4.7189	3.5	61%	0	0	0
Read factor	297.00	1,544	112.0	1.6054	3.5	67%	0	0	0
CrossWord Books	414.00	116	229.0	2.2378	5	95%	0	0	0
BSK Book	450.00	160	265.0	2.4324	3.5	60%	0	0	0
Books-a-zillion	450.00	89	265.0	2.4324	4	82%	0	0	0
JustBuyBooks	1189.00	27	1004.0	6.427	3.5	70%	0	0	0
Global Klamp	1863.00	39	1678.0	10.0703	4.5	95%	0	0	0
