Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	265.00	25,160	65.0	1.325	4.5	92%	1	0	1
Cloudtail India	265.00	1,299,340	65.0	1.325	4.5	92%	1	1	0
Repro Books on Demand	280.00	3,419	80.0	1.4	4.5	93%	1	0	0
Aryas Enterprises	200.00	30	0.0	1.0	3	50%	0	0	0
Read factor	315.00	1,544	115.0	1.575	3.5	67%	0	0	0
dealstar	338.00	6,603	138.0	1.69	4.5	85%	0	0	0
R-our Book	337.00	1,305	137.0	1.685	4	76%	0	0	0
Booksmandi	285.00	2,531	85.0	1.425	4.5	89%	0	0	0
Inetrade India	326.48	3,258	126.48	1.6324	4	75%	0	0	0
FOUNTAINHEAD	324.00	98	124.0	1.62	4.5	91%	0	0	0
MK BOOKS INDIA	424.00	2,249	224.0	2.12	2.5	34%	0	0	0
Randomindia	347.00	9	147.0	1.735	3.5	67%	0	0	0
HERITAGE PUBLISHERS	428.00	783	228.0	2.14	4.5	94%	0	0	0
Bookflow	434.13	3,100	234.13	2.1707	3.5	68%	0	0	0
Sri Ganesha Books	359.00	382	159.0	1.795	4	82%	0	0	0
AskTech Books	380.00	2	180.0	1.9	2.5	50%	0	0	0
Suryan Books	360.00	39	160.0	1.8	4.5	95%	0	0	0
A Mind's Bookstore	364.00	1,409	164.0	1.82	4.5	89%	0	0	0
RSONS	369.00	481	169.0	1.845	4.5	84%	0	0	0
Winmaarc	448.00	118	248.0	2.24	3.5	68%	0	0	0
Booknow	351.00	898	151.0	1.755	4	80%	0	0	0
SBM Enterprises	369.26	48	169.26	1.8463	4	75%	0	0	0
NS DISTRIBUTOR	413.00	7	213.0	2.065	4	86%	0	0	0
Abhinav Books Store	405.00	60	205.0	2.025	3	53%	0	0	0
The Grand_Store	440.00	10	240.0	2.2	3	50%	0	0	0
Shreeganesh16	408.00	27	208.0	2.04	4.5	83%	0	0	0
Skycart	409.00	479	209.0	2.045	4.5	90%	0	0	0
S B T books	419.00	113	219.0	2.095	4.5	88%	0	0	0
ScribbleGraffito	409.18	29	209.18	2.0459	4.5	91%	0	0	0
BOOK CENTRE	402.00	862	202.0	2.01	4	81%	0	0	0
Resource book store	424.00	1	224.0	2.12	5	100%	0	0	0
V5MARK	395.00	8	195.0	1.975	4	75%	0	0	0
Suraj Trading - Express Delivery	405.00	48	205.0	2.025	3	53%	0	0	0
Wish Your Book	424.15		224.15	2.1207			0	0	0
BSK Book	499.00	160	299.0	2.495	3.5	60%	0	0	0
BookAdda	459.00	365	259.0	2.295	3	46%	0	0	0
A to Z Book House	450.00	1,275	250.0	2.25	3	45%	0	0	0
Special Library	474.00	57	274.0	2.37	4	74%	0	0	0
Books-a-zillion	449.10	89	249.1	2.2455	4	82%	0	0	0
Ambe Books	533.38	2	333.38	2.6669	3	50%	0	0	0
Bookflow	434.13	3,100	234.13	2.1707	3.5	68%	0	0	0
Winmaarc	485.00	118	285.0	2.425	3.5	68%	0	0	0
Ginni Books	533.41	9	333.41	2.667	4.5	89%	0	0	0
SAI BOOKS	445.00	181	245.0	2.225	3	46%	0	0	0
Books: The Destiny Maker	563.00	285	363.0	2.815	4	68%	0	0	0
Atlantic Publishers and Distributors	660.00	14,542	460.0	3.3	4.5	94%	0	0	0
Peacockbooks	715.00	2,803	515.0	3.575	4.5	92%	0	0	0
Bookswagon	779.00	6,390	579.0	3.895	4	70%	0	0	0
Sunrise Book store	828.00	1,360	628.0	4.14	3.5	61%	0	0	0
B2A UK	1134.00	6,928	934.0	5.67	4.5	83%	0	0	0
ScribbleGraffito	409.18	29	209.18	2.0459	4.5	91%	0	0	0
Abhinav Books Store	439.12	60	239.12	2.1956	3	53%	0	0	0
Booksmandi	450.00	2,531	250.0	2.25	4.5	89%	0	0	0
Ambe Books	533.41	2	333.41	2.667	3	50%	0	0	0
Ginni Books	533.48	9	333.48	2.6674	4.5	89%	0	0	0
Sunrise Book store	777.00	1,360	577.0	3.885	3.5	61%	0	0	0
