Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	379.00	1,299,346	52.52	1.1609	4.5	92%	1	1	1
uRead-Store	379.00	25,160	52.52	1.1609	4.5	92%	1	0	0
Amazing_Buy	379.00	17,791	52.52	1.1609	4.5	95%	1	0	0
Inetrade India	326.48	3,258	0.0	1.0	4	75%	0	0	0
AskTech Books	380.00	2	53.52	1.1639	2.5	50%	0	0	0
Goodread Bookstore	364.00	579	37.52	1.1149	5	97%	0	0	0
S R int Store	379.24		52.76	1.1616			0	0	0
MK BOOKS INDIA	499.00	2,249	172.52	1.5284	2.5	34%	0	0	0
Atlantic Publishers and Distributors	672.00	14,542	345.52	2.0583	4.5	94%	0	0	0
Peacockbooks	728.00	2,803	401.52	2.2298	4.5	92%	0	0	0
Bookswagon	784.00	6,390	457.52	2.4014	4	70%	0	0	0
Sunrise Book store	781.00	1,361	454.52	2.3922	3.5	61%	0	0	0
