Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
B2A UK	3535.00	6,928	126.0	1.037	4.5	83%	0	0	1
Atlantic Publishers and Distributors	3409.00	14,537	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	3483.00	2,800	74.0	1.0217	4.5	92%	0	0	0
Bookswagon	3677.00	6,375	268.0	1.0786	4	70%	0	0	0
Sunrise Book store	3934.00	1,356	525.0	1.154	3.5	61%	0	0	0
Sunrise Book store	4000.00	1,356	591.0	1.1734	3.5	61%	0	0	0
Atlantic Publishers and Distributors	4567.00	14,537	1158.0	1.3397	4.5	94%	0	0	0
Fast Media 2	4644.56	6,005	1235.56	1.3624	4	72%	0	0	0
ALL INDIA BOOK STORE	4999.00	9	1590.0	1.4664	3.5	67%	0	0	0
D R	5649.00	12,168	2240.0	1.6571	4	82%	0	0	0
Bookswagon	4590.00	6,375	1181.0	1.3464	4	70%	0	0	0
Bookswagon	5489.00	6,375	2080.0	1.6101	4	70%	0	0	0
Sunrise Book store	5401.00	1,356	1992.0	1.5843	3.5	61%	0	0	0
