Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Patrika Book Centre	360.00	93	0.0	1.0	5	100%	0	0	1
World500	407.00	3,271	47.0	1.1306	4	76%	0	0	0
Amazing_Buy	416.00	17,789	56.0	1.1556	4.5	95%	1	0	0
MK BOOKS INDIA	509.00	2,249	149.0	1.4139	2.5	34%	0	0	0
Comma365	505.00	2,242	145.0	1.4028	4.5	95%	0	0	0
The Bookhive	479.20	43	119.2	1.3311	4	80%	0	0	0
BW ENTERPRISES	467.00	44	107.0	1.2972	4	79%	0	0	0
Booksmandi	480.00	2,531	120.0	1.3333	4.5	89%	0	0	0
Book Wise Darya Ganj	599.00	1,098	239.0	1.6639	4.5	89%	0	0	0
Browsers' Lounge	576.00	122	216.0	1.6	4.5	96%	0	0	0
A to Z Book House	599.00	1,275	239.0	1.6639	3	46%	0	0	0
SAI BOOKS	593.00	181	233.0	1.6472	3	46%	0	0	0
Atlantic Publishers and Distributors	1118.00	14,540	758.0	3.1056	4.5	94%	0	0	0
Peacockbooks	1170.00	2,801	810.0	3.25	4.5	92%	0	0	0
Bookswagon	1247.00	6,387	887.0	3.4639	4	70%	0	0	0
Sunrise Book store	1277.00	1,359	917.0	3.5472	3.5	61%	0	0	0
JustBuyBooks	1536.00	26	1176.0	4.2667	3.5	69%	0	0	0
etohfa	2152.00	23	1792.0	5.9778	5	100%	0	0	0
