Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	466.00	3,277	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	487.00	3,558	21.0	1.0451	3	51%	0	0	0
Pillbooks	521.00		55.0	1.118			0	0	0
Mumbai gift corner	591.00	720	125.0	1.2682	4.5	89%	0	0	1
MK BOOKS INDIA	591.00	2,249	125.0	1.2682	2.5	34%	0	0	0
Inetrade India	518.86	3,255	52.86	1.1134	4	75%	0	0	0
BOOKS BOOKS INDIA	550.00	56	84.0	1.1803	3.5	55%	0	0	0
Darth Vader	559.00	61	93.0	1.1996	4	77%	0	0	0
Suryan Books	556.00	39	90.0	1.1931	4.5	95%	0	0	0
BooksRaja	554.00	171	88.0	1.1888	4.5	85%	0	0	0
BSK Book	655.00	160	189.0	1.4056	3.5	60%	0	0	0
V5MARK	553.00	8	87.0	1.1867	4	75%	0	0	0
fairdealenterprise	535.15	45	69.15	1.1484	2	25%	0	0	0
CrossWord Books	639.00	116	173.0	1.3712	5	95%	0	0	0
Book store01	660.00	14	194.0	1.4163	3.5	57%	0	0	0
killer,sbooks	695.00	18	229.0	1.4914	5	100%	0	0	0
Konark Publishers	590.00		124.0	1.2661			0	0	0
BOOKKR	695.00	5	229.0	1.4914	3.5	60%	0	0	0
O_Store	590.75	593	124.75	1.2677	4.5	87%	0	0	0
Abhinav Books Store	625.50	60	159.5	1.3423	3	53%	0	0	0
Abhinav Books Store	639.00	60	173.0	1.3712	3	53%	0	0	0
A to Z Book House	695.00	1,275	229.0	1.4914	3	45%	0	0	0
Books-a-zillion	695.00	89	229.0	1.4914	4	82%	0	0	0
Sunrise Book store	695.00	1,359	229.0	1.4914	3.5	61%	0	0	0
Maitry book Agency	695.00	139	229.0	1.4914	3.5	68%	0	0	0
SAI BOOKS	688.00	181	222.0	1.4764	3	46%	0	0	0
Ginni Books	781.51	9	315.51	1.6771	4.5	89%	0	0	0
Ambe Books	781.61	2	315.61	1.6773	3	50%	0	0	0
S B T books	641.00	113	175.0	1.3755	4.5	88%	0	0	0
W S Retaill	641.00	34	175.0	1.3755	3.5	68%	0	0	0
