Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	380.00	25,127	0.0	1.0	4.5	92%	1	0	0
Amazing_Buy	380.00	17,781	0.0	1.0	4.5	95%	1	0	1
SAIRAM16	414.00	123	34.0	1.0895	5	95%	0	0	0
Crossword Bookstores Ltd	415.00	2,475	35.0	1.0921	4	74%	0	0	0
ReadAhead	449.00	213	69.0	1.1816	4	79%	0	0	0
Bookflow	449.10	3,100	69.1	1.1818	3.5	67%	0	0	0
aspire india	450.00	331	70.0	1.1842	4	73%	1	0	0
Comma365	415.00	2,242	35.0	1.0921	4.5	95%	0	0	0
Goodread Bookstore	459.00	579	79.0	1.2079	5	97%	1	0	0
Sunrise Book store	389.00	1,356	9.0	1.0237	3.5	61%	0	0	0
ReadAhead	449.00	213	69.0	1.1816	4	79%	0	0	0
Bookflow	449.10	3,100	69.1	1.1818	3.5	67%	0	0	0
HERITAGE PUBLISHERS	474.00	783	94.0	1.2474	4.5	94%	0	0	0
Skycart	409.00	479	29.0	1.0763	4.5	90%	0	0	0
aspire india	419.00	331	39.0	1.1026	4	73%	0	0	0
Sunrise Book store	418.00	1,356	38.0	1.1	3.5	61%	0	0	0
BOOK CENTRE	465.00	862	85.0	1.2237	4	81%	0	0	0
SansRack	499.00	1,050	119.0	1.3132	4.5	94%	0	0	0
A to Z Book House	499.00	1,275	119.0	1.3132	3	46%	0	0	0
Books-a-zillion	499.00	89	119.0	1.3132	4	82%	0	0	0
Bookflow	449.10	3,100	69.1	1.1818	3.5	67%	0	0	0
Bookflow	450.00	3,100	70.0	1.1842	3.5	67%	0	0	0
aspire india	419.00	331	39.0	1.1026	4	73%	0	0	0
Sunrise Book store	446.00	1,356	66.0	1.1737	3.5	61%	0	0	0
Sunrise Book store	1130.00	1,356	750.0	2.9737	3.5	61%	0	0	0
