Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	339.00	3,248	0.0	1.0	4	76%	0	0	0
uRead-Store	349.00	25,127	10.0	1.0295	4.5	92%	1	0	1
Amazing_Buy	349.00	17,781	10.0	1.0295	4.5	95%	1	0	0
Read factor	349.00	1,516	10.0	1.0295	3.5	67%	0	0	0
Best Price_	599.00	224	260.0	1.767	4	82%	0	0	0
Bookswagon	784.00	6,375	445.0	2.3127	4	70%	0	0	0
Bookswagon	751.00	6,375	412.0	2.2153	4	70%	0	0	0
Sunrise Book store	781.00	1,356	442.0	2.3038	3.5	61%	0	0	0
MK BOOKS INDIA	1090.00	2,245	751.0	3.2153	2.5	34%	0	0	0
B2A UK	1165.00	6,928	826.0	3.4366	4.5	83%	0	0	0
