Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	131.00	3,248	16.23	1.1414	4	76%	0	0	0
uRead-Store	155.00	25,127	40.23	1.3505	4.5	92%	1	0	0
Cloudtail India	155.00	1,299,158	40.23	1.3505	4.5	92%	1	1	1
Mittal Books India	163.00	15,728	48.23	1.4202	4.5	95%	1	0	0
Best Price_	150.00	224	35.23	1.307	4	82%	0	0	0
Inetrade India	114.77	3,249	0.0	1.0	4	75%	0	0	0
Repro Books-On-Demand	193.00	8,424	78.23	1.6816	4.5	94%	1	0	0
MK BOOKS INDIA	195.00	2,246	80.23	1.6991	2.5	34%	0	0	0
ApnaBazzar	195.00	49	80.23	1.6991	3.5	63%	0	0	0
ABRB	167.00	60	52.23	1.4551	4	82%	0	0	0
BookAdda	158.00	365	43.23	1.3767	3	47%	0	0	0
Abhinav Books Store	179.00	60	64.23	1.5596	3	54%	0	0	0
MEETA BOOKS	175.50	47	60.73	1.5291	2.5	36%	0	0	0
BW ENTERPRISES	151.00	44	36.23	1.3157	4	79%	0	0	0
#BooksStore	179.00	6	64.23	1.5596	5	100%	0	0	0
S J Books	185.00	1	70.23	1.6119	5	100%	0	0	0
ReproIndia	195.00	924	80.23	1.6991	4	79%	0	0	0
DilliDukan	195.00	5	80.23	1.6991	5	100%	0	0	0
SansRack	195.00	1,050	80.23	1.6991	4.5	94%	0	0	0
BOOK CENTRE	177.00	862	62.23	1.5422	4	81%	0	0	0
Abhinav Books Store	179.40	60	64.63	1.5631	3	54%	0	0	0
Booksmandi	172.00	2,530	57.23	1.4986	4.5	89%	0	0	0
Books-a-zillion	195.00	89	80.23	1.6991	4	82%	0	0	0
Bookswagon	1315.00	6,375	1200.23	11.4577	4	70%	0	0	0
Bookswagon	1399.00	6,375	1284.23	12.1896	4	70%	0	0	0
B2A UK	1551.00	6,928	1436.23	13.514	4.5	83%	0	0	0
